Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE"
People,Ancestry,Norwegian,"5,460","(+/-1,051)","11,314","(+/-2,014)","8,155","(+/-1,898)","10,136","(+/-2,744)"
People,Ancestry,Polish,"13,840","(+/-2,870)","11,053","(+/-1,871)","12,914","(+/-2,191)","12,852","(+/-2,821)"
People,Ancestry,Portuguese,"4,378","(+/-1,830)","5,234","(+/-1,551)","2,344",(+/-897),"1,656",(+/-837)
People,Ancestry,Russian,"3,196","(+/-1,136)","3,419","(+/-1,148)","8,313","(+/-2,126)","3,355","(+/-1,055)"
People,Ancestry,Scotch-Irish,"2,421",(+/-869),"6,353","(+/-1,370)","3,198","(+/-1,393)","3,910","(+/-1,507)"
People,Ancestry,Scottish,"8,544","(+/-1,639)","18,694","(+/-2,785)","10,174","(+/-2,147)","11,500","(+/-4,026)"
People,Ancestry,Slovak,378,(+/-246),"1,202",(+/-964),729,(+/-601),583,(+/-431)
People,Ancestry,"Subsaharan African","9,699","(+/-3,274)","2,747","(+/-1,599)","15,976","(+/-4,060)","8,503","(+/-2,924)"
People,Ancestry,Swedish,"5,287","(+/-1,608)","11,023","(+/-1,977)","4,577","(+/-1,491)","5,795","(+/-1,479)"
People,Ancestry,Swiss,"1,499",(+/-677),"4,623","(+/-1,619)","2,811","(+/-1,942)","1,202",(+/-746)
People,Ancestry,Ukrainian,929,(+/-456),"1,318",(+/-616),"1,962",(+/-839),"1,337",(+/-630)
People,Ancestry,Welsh,"2,439","(+/-1,090)","5,094","(+/-1,293)","2,748","(+/-1,280)","2,454","(+/-1,251)"
People,Ancestry,"West Indian (excluding Hispanic origin groups)","2,132","(+/-1,104)","1,414","(+/-1,004)","3,341","(+/-1,756)","2,998","(+/-1,396)"
People,"Veteran Status","Civilian population 18 years and over","598,752","(+/-12,871)","626,707","(+/-1,622)","633,503","(+/-14,670)","614,531","(+/-11,954)"
People,"Veteran Status","Civilian veterans","46,707","(+/-3,411)","50,833","(+/-3,230)","50,988","(+/-4,467)","57,087","(+/-3,942)"
People,"Disability Status of the Civilian Noninstitutionalized Population","Total civilian noninstitutionalized population","764,848","(+/-16,541)","780,131","(+/-2,186)","793,655","(+/-20,134)","800,670","(+/-17,150)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability","111,095","(+/-5,922)","111,956","(+/-5,777)","102,334","(+/-7,213)","123,942","(+/-6,513)"
People,"Disability Status of the Civilian Noninstitutionalized Population","Under 18 years","167,939","(+/-9,287)","163,173","(+/-1,212)","161,277","(+/-9,308)","196,546","(+/-9,824)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability","7,932","(+/-2,030)","8,503","(+/-1,965)","7,473","(+/-1,773)","12,790","(+/-2,490)"
People,"Disability Status of the Civilian Noninstitutionalized Population","18 to 64 years","468,987","(+/-12,577)","467,130","(+/-2,201)","500,657","(+/-13,959)","479,600","(+/-11,065)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability","58,792","(+/-3,893)","54,942","(+/-4,244)","50,950","(+/-5,100)","63,999","(+/-5,153)"
People,"Disability Status of the Civilian Noninstitutionalized Population","65 years and over","127,922","(+/-6,728)","149,828","(+/-1,798)","131,721","(+/-6,118)","124,524","(+/-5,031)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability","44,371","(+/-3,966)","48,511","(+/-2,781)","43,911","(+/-3,915)","47,153","(+/-3,351)"
People,"Residence 1 Year Ago","Population 1 year and over","761,149","(+/-15,919)","784,320","(+/-2,464)","787,696","(+/-20,189)","812,335","(+/-16,678)"
People,"Residence 1 Year Ago","Same house","662,988","(+/-18,030)","683,608","(+/-7,932)","677,662","(+/-19,821)","694,970","(+/-18,282)"
People,"Residence 1 Year Ago","Different house (in the U.S. or abroad)","98,161","(+/-8,557)","100,712","(+/-7,694)","110,034","(+/-11,706)","117,365","(+/-11,424)"
People,"Residence 1 Year Ago","Different house in the U.S.","95,759","(+/-8,456)","98,840","(+/-7,736)","104,595","(+/-11,326)","112,285","(+/-11,602)"
People,"Residence 1 Year Ago","Same county","60,370","(+/-7,388)","58,769","(+/-6,209)","65,503","(+/-9,662)","75,008","(+/-10,239)"
People,"Residence 1 Year Ago","Different county","35,389","(+/-4,915)","40,071","(+/-4,753)","39,092","(+/-5,551)","37,277","(+/-6,014)"
People,"Residence 1 Year Ago","Same state",469,(+/-236),"15,458","(+/-2,844)","2,250","(+/-1,409)","6,246","(+/-2,232)"
People,"Residence 1 Year Ago","Different state","34,920","(+/-4,928)","24,613","(+/-3,459)","36,842","(+/-5,337)","31,031","(+/-5,794)"
People,"Residence 1 Year Ago",Abroad,"2,402",(+/-844),"1,872",(+/-679),"5,439","(+/-1,900)","5,080","(+/-1,926)"
Workers,"Employment Status","Population 16 years and over","622,320","(+/-13,173)","648,118","(+/-2,266)","654,248","(+/-15,035)","647,337","(+/-12,537)"
Workers,"Employment Status","In labor force","389,110","(+/-11,354)","407,742","(+/-6,225)","430,548","(+/-13,745)","400,615","(+/-10,447)"
Workers,"Employment Status","Civilian labor force","387,929","(+/-11,395)","406,498","(+/-6,329)","428,534","(+/-13,761)","390,428","(+/-10,592)"
Workers,"Employment Status",Employed,"364,401","(+/-10,215)","387,572","(+/-6,177)","406,193","(+/-13,669)","366,728","(+/-9,876)"
Workers,"Employment Status",Unemployed,"23,528","(+/-3,273)","18,926","(+/-2,642)","22,341","(+/-3,318)","23,700","(+/-3,048)"
Workers,"Employment Status","Armed Forces","1,181",(+/-850),"1,244",(+/-502),"2,014",(+/-971),"10,187","(+/-2,018)"
Workers,"Employment Status","Not in labor force","233,210","(+/-8,612)","240,376","(+/-6,644)","223,700","(+/-7,801)","246,722","(+/-9,134)"
Workers,"Employment Status","Civilian labor force","387,929","(+/-11,395)","406,498","(+/-6,329)","428,534","(+/-13,761)","390,428","(+/-10,592)"
Workers,"Employment Status","Unemployment Rate",6.1,(+/-0.8),4.7,(+/-0.6),5.2,(+/-0.8),6.1,(+/-0.7)
Workers,"Commuting to Work","Workers 16 years and over","357,687","(+/-9,953)","380,748","(+/-6,017)","398,598","(+/-13,565)","369,260","(+/-9,745)"
Workers,"Commuting to Work","Car, truck, or van -- drove alone","246,909","(+/-8,607)","264,346","(+/-7,053)","279,411","(+/-11,603)","263,081","(+/-9,581)"
Workers,"Commuting to Work","Car, truck, or van -- carpooled","37,829","(+/-4,019)","50,784","(+/-5,233)","35,767","(+/-4,182)","44,850","(+/-5,121)"
Workers,"Commuting to Work","Public transportation (excluding taxicab)","10,958","(+/-2,470)","7,977","(+/-1,692)","5,793","(+/-1,837)","8,945","(+/-2,043)"
Workers,"Commuting to Work",Walked,"5,939","(+/-1,687)","7,863","(+/-1,765)","3,490",(+/-965),"4,046","(+/-1,111)"
Workers,"Commuting to Work","Other means","11,672","(+/-2,661)","10,920","(+/-1,841)","13,447","(+/-2,513)","8,829","(+/-1,896)"
Workers,"Commuting to Work","Worked from home","44,380","(+/-4,008)","38,858","(+/-3,594)","60,690","(+/-5,255)","39,509","(+/-3,521)"
Workers,"Commuting to Work","Mean travel time to work (minutes)",25.2,(+/-0.6),24.2,(+/-0.7),22.5,(+/-0.7),26.3,(+/-0.7)
Workers,Occupation,"Civilian employed population 16 years and over","364,401","(+/-10,215)","387,572","(+/-6,177)","406,193","(+/-13,669)","366,728","(+/-9,876)"
Workers,Occupation,"Management, business, science, and arts occupations","110,960","(+/-5,639)","135,590","(+/-4,824)","151,975","(+/-7,159)","112,450","(+/-5,580)"
Workers,Occupation,"Service occupations","94,469","(+/-6,601)","69,204","(+/-3,591)","93,385","(+/-6,053)","87,649","(+/-6,697)"
Workers,Occupation,"Sales and office occupations","81,148","(+/-5,730)","80,949","(+/-4,854)","90,268","(+/-6,825)","82,242","(+/-5,725)"
Workers,Occupation,"Natural resources, construction, and maintenance occupations","30,511","(+/-3,852)","43,424","(+/-3,713)","24,771","(+/-3,867)","37,364","(+/-3,164)"
Workers,Occupation,"Production, transportation, and material moving occupations","47,313","(+/-4,534)","58,405","(+/-4,064)","45,794","(+/-4,411)","47,023","(+/-5,154)"
Workers,Industry,"Civilian employed population 16 years and over","364,401","(+/-10,215)","387,572","(+/-6,177)","406,193","(+/-13,669)","366,728","(+/-9,876)"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining","2,075","(+/-1,309)","14,560","(+/-2,236)","2,017",(+/-885),"3,172",(+/-987)
Workers,Industry,Construction,"26,581","(+/-3,637)","30,840","(+/-3,123)","22,851","(+/-3,499)","34,357","(+/-3,979)"
Workers,Industry,Manufacturing,"16,894","(+/-2,461)","39,246","(+/-4,132)","11,754","(+/-1,991)","16,193","(+/-2,273)"
Workers,Industry,"Wholesale trade","5,601","(+/-1,421)","10,788","(+/-2,089)","7,137","(+/-1,687)","7,369","(+/-1,865)"
Workers,Industry,"Retail trade","40,104","(+/-3,735)","41,472","(+/-4,303)","50,327","(+/-4,980)","40,909","(+/-3,545)"
Workers,Industry,"Transportation and warehousing, and utilities","26,567","(+/-3,101)","27,986","(+/-3,161)","30,385","(+/-3,465)","26,357","(+/-3,150)"
Workers,Industry,Information,"6,628","(+/-1,445)","4,347","(+/-1,044)","9,750","(+/-2,254)","5,878","(+/-1,493)"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing","20,876","(+/-3,038)","21,411","(+/-2,726)","28,569","(+/-3,439)","18,444","(+/-3,216)"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services","45,353","(+/-3,881)","46,683","(+/-3,888)","52,234","(+/-4,628)","50,669","(+/-4,467)"
Workers,Industry,"Educational services, and health care and social assistance","54,920","(+/-3,983)","65,393","(+/-4,154)","65,053","(+/-5,223)","61,501","(+/-4,274)"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services","89,762","(+/-6,732)","47,848","(+/-3,688)","96,412","(+/-7,134)","69,160","(+/-5,582)"
Workers,Industry,"Other services, except public administration","19,796","(+/-3,159)","18,564","(+/-2,540)","18,781","(+/-2,507)","17,377","(+/-1,934)"
Workers,Industry,"Public administration","9,244","(+/-1,689)","18,434","(+/-2,283)","10,923","(+/-2,326)","15,342","(+/-2,299)"
Workers,"Class of Worker","Civilian employed population 16 years and over","364,401","(+/-10,215)","387,572","(+/-6,177)","406,193","(+/-13,669)","366,728","(+/-9,876)"
Workers,"Class of Worker","Private wage and salary workers","307,318","(+/-10,000)","310,668","(+/-7,291)","340,235","(+/-12,405)","300,419","(+/-10,586)"
Workers,"Class of Worker","Government workers","35,561","(+/-3,264)","56,690","(+/-4,068)","38,476","(+/-4,190)","48,524","(+/-4,316)"
Workers,"Class of Worker","Self-employed in own not incorporated business workers","19,862","(+/-2,838)","19,412","(+/-2,131)","26,123","(+/-2,794)","17,399","(+/-2,552)"
Workers,"Class of Worker","Unpaid family workers","1,660","(+/-1,178)",802,(+/-463),"1,359",(+/-792),386,(+/-282)
Housing,"Housing Occupancy","Total housing units","334,149","(+/-6,093)","347,366","(+/-1,095)","340,735","(+/-7,130)","306,538","(+/-5,892)"
Housing,"Housing Occupancy","Occupied housing units","293,794","(+/-6,216)","313,715","(+/-3,695)","308,633","(+/-6,797)","282,214","(+/-6,136)"
Housing,"Housing Occupancy","Vacant housing units","40,355","(+/-3,349)","33,651","(+/-3,671)","32,102","(+/-3,465)","24,324","(+/-3,178)"
Housing,"Housing Occupancy","Homeowner vacancy rate",1.5,(+/-0.5),1.2,(+/-0.5),1.1,(+/-0.5),0.6,(+/-0.4)
Housing,"Housing Occupancy","Rental vacancy rate",11.1,(+/-1.7),6.3,(+/-1.3),3.6,(+/-0.9),5.5,(+/-1.5)
Housing,"Housing Tenure","Occupied housing units","293,794","(+/-6,216)","313,715","(+/-3,695)","308,633","(+/-6,797)","282,214","(+/-6,136)"
Housing,"Housing Tenure",Owner-occupied,"160,964","(+/-4,697)","205,553","(+/-4,490)","173,761","(+/-6,111)","182,406","(+/-5,508)"
Housing,"Housing Tenure",Renter-occupied,"132,830","(+/-6,632)","108,162","(+/-3,717)","134,872","(+/-5,972)","99,808","(+/-4,954)"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.71,(+/-0.07),2.55,(+/-0.05),2.59,(+/-0.06),2.91,(+/-0.07)
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.47,(+/-0.08),2.33,(+/-0.07),2.55,(+/-0.08),2.78,(+/-0.11)
Housing,"Year Householder Moved into Unit","Occupied housing units","293,794","(+/-6,216)","313,715","(+/-3,695)","308,633","(+/-6,797)","282,214","(+/-6,136)"
Housing,"Year Householder Moved into Unit","Moved in 2021 or later","63,187","(+/-4,213)","59,386","(+/-4,057)","70,756","(+/-4,986)","58,281","(+/-4,813)"
Housing,"Year Householder Moved into Unit","Moved in 2018 to 2020","84,268","(+/-5,786)","77,706","(+/-4,364)","90,091","(+/-5,076)","76,395","(+/-4,282)"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2017","80,767","(+/-4,857)","85,618","(+/-4,695)","87,677","(+/-4,553)","84,490","(+/-4,876)"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009","39,455","(+/-2,985)","51,261","(+/-3,384)","39,471","(+/-3,041)","40,872","(+/-3,716)"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999","18,605","(+/-2,082)","24,588","(+/-2,022)","16,055","(+/-1,895)","14,764","(+/-1,915)"
Housing,"Year Householder Moved into Unit","Moved in 1989 and earlier","7,512","(+/-1,295)","15,156","(+/-1,726)","4,583",(+/-904),"7,412","(+/-1,416)"
Housing,Value,"Owner-occupied units","160,964","(+/-4,697)","205,553","(+/-4,490)","173,761","(+/-6,111)","182,406","(+/-5,508)"
Housing,Value,"Less than $50,000","8,405","(+/-1,619)","10,498","(+/-1,699)","3,867",(+/-969),"7,230","(+/-1,518)"
Housing,Value,"$50,000 to $99,999","2,573",(+/-772),"5,726","(+/-1,501)","1,291",(+/-510),"3,064",(+/-984)
Housing,Value,"$100,000 to $149,999","2,902",(+/-936),"4,348","(+/-1,003)","1,732",(+/-580),"4,049","(+/-1,209)"
Housing,Value,"$150,000 to $199,999","4,083",(+/-926),"5,505","(+/-1,279)","3,291",(+/-985),"4,633","(+/-1,229)"
Housing,Value,"$200,000 to $299,999","22,368","(+/-2,190)","19,475","(+/-2,011)","12,892","(+/-1,616)","25,730","(+/-2,719)"
Housing,Value,"$300,000 to $499,999","73,120","(+/-4,144)","69,998","(+/-3,544)","76,949","(+/-4,688)","92,470","(+/-4,286)"
Housing,Value,"$500,000 to $999,999","42,824","(+/-2,928)","73,342","(+/-3,130)","60,824","(+/-4,087)","41,249","(+/-3,399)"
Housing,Value,"$1,000,000 or more","4,689","(+/-1,085)","16,661","(+/-1,774)","12,915","(+/-1,786)","3,981","(+/-1,486)"
Housing,Value,"Median (dollars)","399,800","(+/-8,928)","464,600","(+/-8,403)","471,000","(+/-7,189)","400,700","(+/-7,067)"
Housing,"Mortgage Status","Owner-occupied units","160,964","(+/-4,697)","205,553","(+/-4,490)","173,761","(+/-6,111)","182,406","(+/-5,508)"
Housing,"Mortgage Status","Housing units with a mortgage","105,757","(+/-4,247)","124,728","(+/-5,211)","119,541","(+/-5,460)","127,438","(+/-4,623)"
Housing,"Mortgage Status","Housing units without a mortgage","55,207","(+/-3,428)","80,825","(+/-3,352)","54,220","(+/-3,537)","54,968","(+/-3,476)"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage","105,757","(+/-4,247)","124,728","(+/-5,211)","119,541","(+/-5,460)","127,438","(+/-4,623)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500","2,074",(+/-656),"1,102",(+/-422),954,(+/-498),"1,540",(+/-741)
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999","10,165","(+/-1,584)","11,346","(+/-1,657)","8,249","(+/-1,564)","14,052","(+/-1,889)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499","29,891","(+/-2,937)","29,537","(+/-2,987)","29,344","(+/-3,089)","34,038","(+/-3,428)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999","30,417","(+/-3,090)","34,913","(+/-3,459)","32,494","(+/-2,762)","34,564","(+/-3,294)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499","16,909","(+/-2,592)","22,897","(+/-2,490)","21,389","(+/-2,880)","25,783","(+/-2,651)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999","9,041","(+/-1,476)","11,896","(+/-1,839)","12,013","(+/-2,009)","9,035","(+/-1,670)"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more","7,260","(+/-1,345)","13,037","(+/-1,736)","15,098","(+/-2,204)","8,426","(+/-1,544)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)","1,651",(+/-37),"1,770",(+/-47),"1,819",(+/-49),"1,693",(+/-42)
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage","55,207","(+/-3,428)","80,825","(+/-3,352)","54,220","(+/-3,537)","54,968","(+/-3,476)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250","6,472","(+/-1,273)","10,248","(+/-1,753)","3,918","(+/-1,104)","6,348","(+/-1,324)"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399","14,216","(+/-1,656)","16,050","(+/-1,918)","12,206","(+/-1,749)","14,834","(+/-1,898)"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599","16,956","(+/-2,153)","23,306","(+/-2,500)","20,742","(+/-2,125)","19,993","(+/-2,497)"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799","7,274","(+/-1,344)","15,005","(+/-2,025)","7,105","(+/-1,185)","7,534","(+/-1,295)"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999","3,961","(+/-1,077)","7,367","(+/-1,337)","3,431",(+/-971),"2,362",(+/-770)
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more","6,328","(+/-1,365)","8,849","(+/-1,360)","6,818","(+/-1,414)","3,897","(+/-1,220)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",476,(+/-20),517,(+/-21),505,(+/-19),450,(+/-13)
Housing,"Gross Rent","Occupied units paying rent","129,949","(+/-6,396)","103,720","(+/-3,645)","130,800","(+/-5,703)","97,540","(+/-4,911)"
Housing,"Gross Rent","Less than $500","2,495",(+/-782),"3,982","(+/-1,136)",975,(+/-517),"4,437","(+/-1,343)"
Housing,"Gross Rent","$500 to $999","24,918","(+/-2,941)","17,154","(+/-2,300)","10,103","(+/-1,922)","16,783","(+/-2,338)"
Housing,"Gross Rent","$1,000 to $1,499","50,159","(+/-4,533)","38,332","(+/-3,293)","39,428","(+/-3,925)","35,516","(+/-3,657)"
Housing,"Gross Rent","$1,500 to $1,999","32,709","(+/-3,213)","25,213","(+/-2,634)","46,099","(+/-4,192)","26,274","(+/-2,942)"
Housing,"Gross Rent","$2,000 to $2,499","14,220","(+/-2,460)","12,457","(+/-1,451)","22,629","(+/-3,060)","10,547","(+/-1,886)"
Housing,"Gross Rent","$2,500 to $2,999","2,325","(+/-1,126)","3,227","(+/-1,077)","6,693","(+/-1,963)","2,456",(+/-922)
Housing,"Gross Rent","$3,000 or more","3,123","(+/-1,295)","3,355","(+/-1,151)","4,873","(+/-1,138)","1,527",(+/-773)
Housing,"Gross Rent","Median (dollars)","1,372",(+/-30),"1,399",(+/-32),"1,662",(+/-32),"1,391",(+/-36)
Housing,"Gross Rent","No rent paid","2,881",(+/-952),"4,442",(+/-964),"4,072","(+/-1,286)","2,268","(+/-1,073)"
