Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE"
People,"Residence 1 Year Ago",Abroad,"2,340","(+/-1,200)","2,162","(+/-1,058)"
Workers,"Employment Status","Population 16 years and over","588,984","(+/-3,174)","581,077","(+/-3,251)"
Workers,"Employment Status","In labor force","378,872","(+/-5,991)","343,172","(+/-5,689)"
Workers,"Employment Status","Civilian labor force","377,417","(+/-6,164)","342,578","(+/-5,697)"
Workers,"Employment Status",Employed,"366,855","(+/-6,200)","329,547","(+/-5,946)"
Workers,"Employment Status",Unemployed,"10,562","(+/-1,630)","13,031","(+/-1,667)"
Workers,"Employment Status","Armed Forces","1,455",(+/-810),594,(+/-320)
Workers,"Employment Status","Not in labor force","210,112","(+/-5,774)","237,905","(+/-5,446)"
Workers,"Employment Status","Civilian labor force","377,417","(+/-6,164)","342,578","(+/-5,697)"
Workers,"Employment Status","Unemployment Rate",2.8,(+/-0.4),3.8,(+/-0.5)
Workers,"Commuting to Work","Workers 16 years and over","360,390","(+/-6,233)","322,198","(+/-5,894)"
Workers,"Commuting to Work","Car, truck, or van -- drove alone","242,025","(+/-7,695)","235,827","(+/-6,431)"
Workers,"Commuting to Work","Car, truck, or van -- carpooled","28,487","(+/-3,467)","27,157","(+/-2,782)"
Workers,"Commuting to Work","Public transportation (excluding taxicab)","1,975",(+/-816),"1,442",(+/-739)
Workers,"Commuting to Work",Walked,"13,807","(+/-2,011)","11,857","(+/-1,907)"
Workers,"Commuting to Work","Other means","6,301","(+/-1,659)","6,579","(+/-1,421)"
Workers,"Commuting to Work","Worked from home","67,795","(+/-4,939)","39,336","(+/-3,505)"
Workers,"Commuting to Work","Mean travel time to work (minutes)",25.2,(+/-0.8),24.2,(+/-0.7)
Workers,Occupation,"Civilian employed population 16 years and over","366,855","(+/-6,200)","329,547","(+/-5,946)"
Workers,Occupation,"Management, business, science, and arts occupations","173,967","(+/-5,941)","121,133","(+/-4,485)"
Workers,Occupation,"Service occupations","49,431","(+/-4,481)","54,712","(+/-4,106)"
Workers,Occupation,"Sales and office occupations","72,370","(+/-4,372)","69,457","(+/-3,718)"
Workers,Occupation,"Natural resources, construction, and maintenance occupations","34,494","(+/-2,956)","40,041","(+/-3,024)"
Workers,Occupation,"Production, transportation, and material moving occupations","36,593","(+/-3,305)","44,204","(+/-3,462)"
Workers,Industry,"Civilian employed population 16 years and over","366,855","(+/-6,200)","329,547","(+/-5,946)"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining","6,395","(+/-1,366)","10,016","(+/-1,445)"
Workers,Industry,Construction,"25,544","(+/-2,531)","28,624","(+/-3,015)"
Workers,Industry,Manufacturing,"36,481","(+/-3,090)","25,463","(+/-2,140)"
Workers,Industry,"Wholesale trade","7,632","(+/-1,782)","3,983",(+/-865)
Workers,Industry,"Retail trade","46,292","(+/-3,992)","46,842","(+/-3,484)"
Workers,Industry,"Transportation and warehousing, and utilities","12,332","(+/-2,131)","15,198","(+/-1,843)"
Workers,Industry,Information,"7,533","(+/-1,495)","5,113","(+/-1,345)"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing","23,473","(+/-2,640)","17,117","(+/-1,986)"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services","45,397","(+/-3,737)","27,765","(+/-2,718)"
Workers,Industry,"Educational services, and health care and social assistance","93,252","(+/-4,346)","93,336","(+/-3,978)"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services","30,045","(+/-3,398)","23,940","(+/-2,374)"
Workers,Industry,"Other services, except public administration","18,214","(+/-2,370)","15,971","(+/-1,990)"
Workers,Industry,"Public administration","14,265","(+/-1,884)","16,179","(+/-1,834)"
Workers,"Class of Worker","Civilian employed population 16 years and over","366,855","(+/-6,200)","329,547","(+/-5,946)"
Workers,"Class of Worker","Private wage and salary workers","295,661","(+/-6,547)","246,938","(+/-6,205)"
Workers,"Class of Worker","Government workers","43,913","(+/-3,369)","52,624","(+/-3,372)"
Workers,"Class of Worker","Self-employed in own not incorporated business workers","26,620","(+/-2,644)","28,916","(+/-2,988)"
Workers,"Class of Worker","Unpaid family workers",661,(+/-519),"1,069",(+/-530)
Housing,"Housing Occupancy","Total housing units","362,928","(+/-1,823)","388,769","(+/-1,580)"
Housing,"Housing Occupancy","Occupied housing units","303,014","(+/-4,038)","302,324","(+/-3,466)"
Housing,"Housing Occupancy","Vacant housing units","59,914","(+/-4,113)","86,445","(+/-3,415)"
Housing,"Housing Occupancy","Homeowner vacancy rate",0.8,(+/-0.4),0.8,(+/-0.3)
Housing,"Housing Occupancy","Rental vacancy rate",2.8,(+/-1.1),5.9,(+/-1.5)
Housing,"Housing Tenure","Occupied housing units","303,014","(+/-4,038)","302,324","(+/-3,466)"
Housing,"Housing Tenure",Owner-occupied,"222,775","(+/-5,038)","225,997","(+/-4,161)"
Housing,"Housing Tenure",Renter-occupied,"80,239","(+/-3,787)","76,327","(+/-3,477)"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.37,(+/-0.04),2.30,(+/-0.04)
Housing,"Housing Tenure","Average household size of renter-occupied unit",1.91,(+/-0.07),1.94,(+/-0.08)
Housing,"Year Householder Moved into Unit","Occupied housing units","303,014","(+/-4,038)","302,324","(+/-3,466)"
Housing,"Year Householder Moved into Unit","Moved in 2021 or later","42,704","(+/-3,137)","37,812","(+/-3,061)"
Housing,"Year Householder Moved into Unit","Moved in 2018 to 2020","63,460","(+/-3,550)","63,838","(+/-3,747)"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2017","80,789","(+/-4,284)","73,079","(+/-3,780)"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009","52,578","(+/-3,612)","55,048","(+/-2,997)"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999","30,353","(+/-2,438)","31,932","(+/-2,053)"
Housing,"Year Householder Moved into Unit","Moved in 1989 and earlier","33,130","(+/-2,522)","40,615","(+/-2,470)"
Housing,Value,"Owner-occupied units","222,775","(+/-5,038)","225,997","(+/-4,161)"
Housing,Value,"Less than $50,000","7,208","(+/-1,490)","18,526","(+/-1,710)"
Housing,Value,"$50,000 to $99,999","5,545","(+/-1,344)","25,095","(+/-1,814)"
Housing,Value,"$100,000 to $149,999","10,020","(+/-1,614)","29,200","(+/-2,639)"
Housing,Value,"$150,000 to $199,999","11,907","(+/-2,013)","32,797","(+/-2,507)"
Housing,Value,"$200,000 to $299,999","37,808","(+/-2,935)","54,926","(+/-3,298)"
Housing,Value,"$300,000 to $499,999","83,111","(+/-4,199)","47,159","(+/-2,727)"
Housing,Value,"$500,000 to $999,999","57,644","(+/-3,916)","16,141","(+/-1,967)"
Housing,Value,"$1,000,000 or more","9,532","(+/-1,455)","2,153",(+/-708)
Housing,Value,"Median (dollars)","383,600","(+/-7,445)","212,300","(+/-5,060)"
Housing,"Mortgage Status","Owner-occupied units","222,775","(+/-5,038)","225,997","(+/-4,161)"
Housing,"Mortgage Status","Housing units with a mortgage","142,383","(+/-5,321)","121,586","(+/-4,517)"
Housing,"Mortgage Status","Housing units without a mortgage","80,392","(+/-3,280)","104,411","(+/-3,384)"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage","142,383","(+/-5,321)","121,586","(+/-4,517)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500","1,692",(+/-784),"1,557",(+/-358)
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999","12,451","(+/-1,812)","28,192","(+/-1,805)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499","33,748","(+/-3,006)","43,686","(+/-2,874)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999","36,424","(+/-3,098)","26,949","(+/-2,681)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499","27,281","(+/-2,184)","12,266","(+/-1,473)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999","13,338","(+/-1,459)","4,338",(+/-897)
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more","17,449","(+/-2,199)","4,598","(+/-1,001)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)","1,791",(+/-50),"1,341",(+/-29)
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage","80,392","(+/-3,280)","104,411","(+/-3,384)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250","1,864",(+/-658),"9,962","(+/-1,506)"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399","7,989","(+/-1,270)","21,235","(+/-1,816)"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599","19,144","(+/-2,160)","33,080","(+/-2,386)"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799","17,777","(+/-1,650)","19,802","(+/-1,863)"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999","13,419","(+/-1,673)","10,483","(+/-1,639)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more","20,199","(+/-1,918)","9,849","(+/-1,327)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",728,(+/-24),517,(+/-16)
Housing,"Gross Rent","Occupied units paying rent","74,483","(+/-3,669)","70,209","(+/-3,484)"
Housing,"Gross Rent","Less than $500","7,559","(+/-1,615)","11,202","(+/-1,688)"
Housing,"Gross Rent","$500 to $999","16,800","(+/-2,399)","33,198","(+/-2,328)"
Housing,"Gross Rent","$1,000 to $1,499","24,685","(+/-2,469)","17,878","(+/-2,119)"
Housing,"Gross Rent","$1,500 to $1,999","15,882","(+/-2,355)","4,769","(+/-1,295)"
Housing,"Gross Rent","$2,000 to $2,499","6,101","(+/-1,511)","1,495",(+/-678)
Housing,"Gross Rent","$2,500 to $2,999","1,483",(+/-581),858,(+/-409)
Housing,"Gross Rent","$3,000 or more","1,973",(+/-727),809,(+/-404)
Housing,"Gross Rent","Median (dollars)","1,216",(+/-43),885,(+/-25)
Housing,"Gross Rent","No rent paid","5,756","(+/-1,367)","6,118","(+/-1,166)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","Total households","303,014","(+/-4,038)","302,324","(+/-3,466)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","Less than $10,000","13,301","(+/-2,205)","15,144","(+/-1,841)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$10,000 to $14,999","8,170","(+/-1,541)","16,218","(+/-1,839)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$15,000 to $24,999","16,307","(+/-1,801)","29,491","(+/-2,257)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$25,000 to $34,999","18,830","(+/-2,045)","27,021","(+/-2,343)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$35,000 to $49,999","32,589","(+/-3,477)","39,449","(+/-2,523)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$50,000 to $74,999","50,322","(+/-3,062)","56,168","(+/-3,799)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$75,000 to $99,999","43,127","(+/-3,197)","40,015","(+/-3,280)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$100,000 to $149,999","58,558","(+/-3,174)","46,128","(+/-3,122)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$150,000 to $199,000","29,209","(+/-2,722)","17,487","(+/-1,908)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$200,000 or more","32,601","(+/-2,761)","15,203","(+/-2,197)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","Median household income (dollars)","80,938","(+/-2,211)","59,676","(+/-1,931)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","Mean household income (dollars)","108,612","(+/-3,395)","78,463","(+/-2,442)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population","689,415","(+/-4,429)","678,611","(+/-4,275)"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage","654,921","(+/-5,868)","623,322","(+/-6,403)"
Socioeconomic,"Health Insurance Coverage","With private health insurance","509,403","(+/-9,048)","429,841","(+/-8,963)"
Socioeconomic,"Health Insurance Coverage","With public coverage","249,934","(+/-8,528)","303,983","(+/-7,875)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","34,494","(+/-3,970)","55,289","(+/-5,186)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years","130,780","(+/-2,403)","129,393","(+/-2,534)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","4,139","(+/-1,433)","7,771","(+/-2,156)"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",3.8,(+/-0.8),8.7,(+/-1.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",5.4,(+/-1.4),14.6,(+/-1.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",3.3,(+/-2.2),10.7,(+/-4.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",2.1,(+/-0.6),5.1,(+/-0.8)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",1.3,(+/-0.8),6.6,(+/-1.5)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",0.7,(+/-0.9),7.2,(+/-5.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",13.5,(+/-3.7),26.7,(+/-4.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",20.5,(+/-5.6),36.6,(+/-6.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",16.7,(+/-12.4),15.9,(+/-8.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",7.7,(+/-0.8),14.0,(+/-1.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",6.3,(+/-1.7),17.1,(+/-2.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",5.8,(+/-1.7),16.4,(+/-2.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",5.2,(+/-2.4),17.8,(+/-4.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",6.0,(+/-1.8),16.0,(+/-2.6)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",8.0,(+/-0.7),13.3,(+/-1.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",7.5,(+/-1.1),11.2,(+/-1.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",3.6,(+/-0.8),9.5,(+/-1.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",20.4,(+/-2.0),27.0,(+/-1.8)
Education,"School Enrollment","Population 3 years and over enrolled in school","138,783","(+/-3,907)","133,766","(+/-3,623)"
Education,"School Enrollment","Nursery school, preschool","6,858","(+/-1,361)","4,156",(+/-992)
Education,"School Enrollment",Kindergarten,"8,490","(+/-1,762)","7,323","(+/-1,289)"
Education,"School Enrollment","Elementary school (grades 1-8)","54,971","(+/-2,612)","54,799","(+/-2,434)"
Education,"School Enrollment","High school (grades 9-12)","29,198","(+/-2,066)","29,503","(+/-1,699)"
Education,"School Enrollment","College or graduate school","39,266","(+/-2,947)","37,985","(+/-2,208)"
Education,"Educational Attainment","Population 25 years and over","520,120","(+/-2,586)","510,021","(+/-3,208)"
Education,"Educational Attainment","Less than 9th grade","6,438","(+/-1,383)","10,738","(+/-1,526)"
Education,"Educational Attainment","9th to 12th grade, no diploma","13,867","(+/-2,143)","24,125","(+/-2,076)"
Education,"Educational Attainment","High school graduate (includes equivalency)","131,322","(+/-6,551)","179,456","(+/-5,690)"
Education,"Educational Attainment","Some college, no degree","86,176","(+/-4,589)","96,693","(+/-4,545)"
Education,"Educational Attainment","Associate's degree","51,258","(+/-3,516)","58,510","(+/-3,893)"
Education,"Educational Attainment","Bachelor's degree","140,536","(+/-5,825)","89,228","(+/-3,928)"
Education,"Educational Attainment","Graduate or professional degree","90,523","(+/-5,786)","51,271","(+/-3,677)"
Education,"Educational Attainment","Percent high school graduate or higher",96.1,(+/-0.5),93.2,(+/-0.5)
Education,"Educational Attainment","Percent bachelor's degree or higher",44.4,(+/-1.3),27.5,(+/-1.1)

"Source: 2022 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '-' The estimate could not be computed because there were an insufficient number of sample observations. For a ratio of medians estimate, one or both of the median estimates falls in the lowest interval or highest interval of an open-ended distribution. For a 5-year median estimate, the margin of error associated with a median was larger than the median itself."
"median- The median falls in the lowest interval of an open-ended distribution (for example '2,500-')"
"median+ The median falls in the highest interval of an open-ended distribution (for example '250,000+')"
"An '**' The margin of error could not be computed because there were an insufficient number of sample observations."
"An '***' The margin of error could not be computed because the median falls in the lowest interval or highest interval of an open-ended distribution. "
"An '*****' A margin of error is not appropriate because the corresponding estimate is controlled to an independent population or housing estimate. Effectively, the corresponding estimate has no sampling error and the margin of error may be treated as zero. "
"An 'N' The estimate or margin of error cannot be displayed because there were an insufficient number of sample cases in the selected geographic area."
"An '(X)' The estimate or margin of error is not applicable or not available.  "
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors","272,962",G,"222,588",G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",865,G,"2,300",G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",25,H,69,G
Business,"Paid employees for pay period including March 12",Utilities,717,H,"1,717",H
Business,"Paid employees for pay period including March 12",Construction,"15,440",G,"12,904",G
Business,"Paid employees for pay period including March 12",Manufacturing,"30,110",H,"22,438",G
Business,"Paid employees for pay period including March 12","Wholesale trade","9,294",G,"7,564",G
Business,"Paid employees for pay period including March 12","Retail trade","41,908",G,"39,770",G
Business,"Paid employees for pay period including March 12","Transportation and warehousing","7,872",G,"8,393",G
Business,"Paid employees for pay period including March 12",Information,"4,585",H,"4,922",G
Business,"Paid employees for pay period including March 12","Finance and insurance","19,152",H,"9,137",G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing","4,732",G,"2,896",G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services","15,984",G,"8,164",G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises","6,928",H,"3,720",G
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services","11,991",G,"8,059",G
Business,"Paid employees for pay period including March 12","Educational services","10,164",G,"6,883",G
Business,"Paid employees for pay period including March 12","Health care and social assistance","54,353",G,"52,493",G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation","3,701",G,"2,733",G
