Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE"
People,Ancestry,Greek,"10,139","(+/-2,308)","5,307","(+/-1,577)"
People,Ancestry,Hungarian,"2,534","(+/-1,311)","1,187",(+/-493)
People,Ancestry,Irish,"144,427","(+/-8,976)","123,070","(+/-6,917)"
People,Ancestry,Italian,"69,213","(+/-6,278)","57,964","(+/-5,949)"
People,Ancestry,Lithuanian,"3,559","(+/-1,382)","2,709",(+/-652)
People,Ancestry,Norwegian,"4,063","(+/-1,225)","3,372",(+/-939)
People,Ancestry,Polish,"27,895","(+/-4,357)","19,164","(+/-2,815)"
People,Ancestry,Portuguese,"9,652","(+/-2,208)","10,825","(+/-1,903)"
People,Ancestry,Russian,"5,112","(+/-1,440)","3,971","(+/-1,116)"
People,Ancestry,Scotch-Irish,"9,317","(+/-1,916)","6,401","(+/-1,352)"
People,Ancestry,Scottish,"24,104","(+/-2,747)","25,027","(+/-3,559)"
People,Ancestry,Slovak,676,(+/-497),708,(+/-439)
People,Ancestry,"Subsaharan African","2,312","(+/-1,187)","5,047","(+/-2,176)"
People,Ancestry,Swedish,"10,420","(+/-1,940)","11,252","(+/-1,928)"
People,Ancestry,Swiss,"1,593",(+/-626),"1,653",(+/-613)
People,Ancestry,Ukrainian,"1,088",(+/-633),"2,275",(+/-962)
People,Ancestry,Welsh,"1,839",(+/-774),"5,375","(+/-2,412)"
People,Ancestry,"West Indian (excluding Hispanic origin groups)","1,656",(+/-776),"3,622","(+/-2,126)"
People,"Veteran Status","Civilian population 18 years and over","577,159","(+/-7,720)","564,753","(+/-7,652)"
People,"Veteran Status","Civilian veterans","45,146","(+/-2,926)","43,151","(+/-2,954)"
People,"Disability Status of the Civilian Noninstitutionalized Population","Total civilian noninstitutionalized population","696,445","(+/-8,834)","682,715","(+/-8,809)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability","85,779","(+/-5,495)","96,218","(+/-5,860)"
People,"Disability Status of the Civilian Noninstitutionalized Population","Under 18 years","125,307","(+/-4,446)","125,913","(+/-4,391)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability","5,958","(+/-1,551)","5,396","(+/-1,197)"
People,"Disability Status of the Civilian Noninstitutionalized Population","18 to 64 years","438,706","(+/-7,089)","416,266","(+/-6,819)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability","41,275","(+/-4,085)","50,267","(+/-4,486)"
People,"Disability Status of the Civilian Noninstitutionalized Population","65 years and over","132,432","(+/-3,686)","140,536","(+/-3,549)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability","38,546","(+/-2,898)","40,555","(+/-2,662)"
People,"Residence 1 Year Ago","Population 1 year and over","699,074","(+/-9,024)","685,533","(+/-8,968)"
People,"Residence 1 Year Ago","Same house","625,405","(+/-11,214)","617,873","(+/-8,839)"
People,"Residence 1 Year Ago","Different house (in the U.S. or abroad)","73,669","(+/-7,282)","67,660","(+/-5,679)"
People,"Residence 1 Year Ago","Different house in the U.S.","71,397","(+/-6,980)","65,200","(+/-5,689)"
People,"Residence 1 Year Ago","Same county","28,803","(+/-4,109)","27,286","(+/-3,340)"
People,"Residence 1 Year Ago","Different county","42,594","(+/-4,548)","37,914","(+/-4,439)"
People,"Residence 1 Year Ago","Same state","17,258","(+/-2,725)","13,468","(+/-2,418)"
People,"Residence 1 Year Ago","Different state","25,336","(+/-3,605)","24,446","(+/-3,669)"
People,"Residence 1 Year Ago",Abroad,"2,272","(+/-1,395)","2,460",(+/-883)
Workers,"Employment Status","Population 16 years and over","594,554","(+/-7,821)","582,846","(+/-7,971)"
Workers,"Employment Status","In labor force","402,668","(+/-8,157)","372,330","(+/-7,514)"
Workers,"Employment Status","Civilian labor force","401,494","(+/-8,208)","371,878","(+/-7,505)"
Workers,"Employment Status",Employed,"393,721","(+/-8,406)","360,009","(+/-7,693)"
Workers,"Employment Status",Unemployed,"7,773","(+/-1,512)","11,869","(+/-1,761)"
Workers,"Employment Status","Armed Forces","1,174",(+/-656),452,(+/-305)
Workers,"Employment Status","Not in labor force","191,886","(+/-5,553)","210,516","(+/-6,071)"
Workers,"Employment Status","Civilian labor force","401,494","(+/-8,208)","371,878","(+/-7,505)"
Workers,"Employment Status","Unemployment Rate",1.9,(+/-0.4),3.2,(+/-0.5)
Workers,"Commuting to Work","Workers 16 years and over","385,107","(+/-8,312)","352,694","(+/-7,670)"
Workers,"Commuting to Work","Car, truck, or van -- drove alone","276,795","(+/-8,050)","247,423","(+/-7,491)"
Workers,"Commuting to Work","Car, truck, or van -- carpooled","28,416","(+/-4,120)","29,540","(+/-3,832)"
Workers,"Commuting to Work","Public transportation (excluding taxicab)","1,245",(+/-626),870,(+/-341)
Workers,"Commuting to Work",Walked,"6,843","(+/-1,268)","8,914","(+/-1,602)"
Workers,"Commuting to Work","Other means","5,217","(+/-1,462)","5,073","(+/-1,445)"
Workers,"Commuting to Work","Worked from home","66,591","(+/-4,756)","60,874","(+/-4,107)"
Workers,"Commuting to Work","Mean travel time to work (minutes)",26.1,(+/-0.8),27.4,(+/-0.7)
Workers,Occupation,"Civilian employed population 16 years and over","393,721","(+/-8,406)","360,009","(+/-7,693)"
Workers,Occupation,"Management, business, science, and arts occupations","179,221","(+/-7,041)","164,048","(+/-6,143)"
Workers,Occupation,"Service occupations","56,575","(+/-4,496)","49,270","(+/-3,535)"
Workers,Occupation,"Sales and office occupations","81,523","(+/-5,555)","75,130","(+/-4,950)"
Workers,Occupation,"Natural resources, construction, and maintenance occupations","29,437","(+/-2,916)","29,468","(+/-2,824)"
Workers,Occupation,"Production, transportation, and material moving occupations","46,965","(+/-4,419)","42,093","(+/-2,914)"
Workers,Industry,"Civilian employed population 16 years and over","393,721","(+/-8,406)","360,009","(+/-7,693)"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining","2,335",(+/-775),"4,030",(+/-979)
Workers,Industry,Construction,"24,183","(+/-2,475)","30,226","(+/-2,947)"
Workers,Industry,Manufacturing,"51,762","(+/-4,703)","46,157","(+/-3,698)"
Workers,Industry,"Wholesale trade","8,215","(+/-1,572)","9,154","(+/-1,949)"
Workers,Industry,"Retail trade","51,472","(+/-4,572)","42,879","(+/-4,434)"
Workers,Industry,"Transportation and warehousing, and utilities","16,334","(+/-1,961)","14,844","(+/-1,918)"
Workers,Industry,Information,"6,881","(+/-1,548)","7,931","(+/-1,495)"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing","28,225","(+/-3,228)","20,282","(+/-2,426)"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services","47,796","(+/-4,180)","46,276","(+/-3,971)"
Workers,Industry,"Educational services, and health care and social assistance","88,615","(+/-5,718)","84,401","(+/-4,245)"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services","34,025","(+/-3,463)","22,904","(+/-2,361)"
Workers,Industry,"Other services, except public administration","19,184","(+/-2,880)","13,936","(+/-2,237)"
Workers,Industry,"Public administration","14,694","(+/-2,242)","16,989","(+/-2,449)"
Workers,"Class of Worker","Civilian employed population 16 years and over","393,721","(+/-8,406)","360,009","(+/-7,693)"
Workers,"Class of Worker","Private wage and salary workers","320,513","(+/-7,886)","284,924","(+/-7,987)"
Workers,"Class of Worker","Government workers","50,328","(+/-3,860)","49,982","(+/-3,768)"
Workers,"Class of Worker","Self-employed in own not incorporated business workers","22,433","(+/-2,856)","24,411","(+/-2,711)"
Workers,"Class of Worker","Unpaid family workers",447,(+/-380),692,(+/-426)
Housing,"Housing Occupancy","Total housing units","327,189","(+/-3,646)","321,382","(+/-3,668)"
Housing,"Housing Occupancy","Occupied housing units","281,331","(+/-5,093)","275,889","(+/-4,190)"
Housing,"Housing Occupancy","Vacant housing units","45,858","(+/-3,360)","45,493","(+/-3,424)"
Housing,"Housing Occupancy","Homeowner vacancy rate",0.5,(+/-0.4),0.1,(+/-0.1)
Housing,"Housing Occupancy","Rental vacancy rate",4.1,(+/-1.4),1.7,(+/-0.9)
Housing,"Housing Tenure","Occupied housing units","281,331","(+/-5,093)","275,889","(+/-4,190)"
Housing,"Housing Tenure",Owner-occupied,"201,314","(+/-5,064)","201,342","(+/-4,179)"
Housing,"Housing Tenure",Renter-occupied,"80,017","(+/-4,974)","74,547","(+/-4,092)"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.59,(+/-0.05),2.56,(+/-0.04)
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.08,(+/-0.07),2.07,(+/-0.09)
Housing,"Year Householder Moved into Unit","Occupied housing units","281,331","(+/-5,093)","275,889","(+/-4,190)"
Housing,"Year Householder Moved into Unit","Moved in 2021 or later","40,888","(+/-4,063)","34,888","(+/-3,040)"
Housing,"Year Householder Moved into Unit","Moved in 2018 to 2020","64,535","(+/-4,067)","63,384","(+/-4,067)"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2017","73,323","(+/-4,344)","67,052","(+/-3,705)"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009","45,684","(+/-2,491)","49,678","(+/-3,323)"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999","26,209","(+/-2,067)","27,887","(+/-2,104)"
Housing,"Year Householder Moved into Unit","Moved in 1989 and earlier","30,692","(+/-2,845)","33,000","(+/-2,825)"
Housing,Value,"Owner-occupied units","201,314","(+/-5,064)","201,342","(+/-4,179)"
Housing,Value,"Less than $50,000","5,521","(+/-1,047)","7,890","(+/-1,311)"
Housing,Value,"$50,000 to $99,999","3,849","(+/-1,371)","7,066","(+/-1,485)"
Housing,Value,"$100,000 to $149,999","4,631","(+/-1,159)","8,856","(+/-1,435)"
Housing,Value,"$150,000 to $199,999","9,722","(+/-1,825)","11,209","(+/-1,537)"
Housing,Value,"$200,000 to $299,999","29,841","(+/-2,570)","38,281","(+/-2,768)"
Housing,Value,"$300,000 to $499,999","79,572","(+/-4,990)","78,078","(+/-3,641)"
Housing,Value,"$500,000 to $999,999","59,294","(+/-3,123)","43,373","(+/-2,745)"
Housing,Value,"$1,000,000 or more","8,884","(+/-1,677)","6,589","(+/-1,099)"
Housing,Value,"Median (dollars)","408,800","(+/-9,000)","362,300","(+/-6,155)"
Housing,"Mortgage Status","Owner-occupied units","201,314","(+/-5,064)","201,342","(+/-4,179)"
Housing,"Mortgage Status","Housing units with a mortgage","124,415","(+/-4,584)","122,186","(+/-3,662)"
Housing,"Mortgage Status","Housing units without a mortgage","76,899","(+/-4,406)","79,156","(+/-3,265)"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage","124,415","(+/-4,584)","122,186","(+/-3,662)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",822,(+/-470),920,(+/-381)
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999","3,255","(+/-1,032)","4,894","(+/-1,092)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499","16,608","(+/-2,027)","16,965","(+/-1,942)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999","28,678","(+/-3,343)","33,202","(+/-2,860)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499","30,888","(+/-2,732)","26,374","(+/-2,323)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999","19,013","(+/-2,051)","17,368","(+/-2,221)"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more","25,151","(+/-2,476)","22,463","(+/-2,056)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)","2,208",(+/-41),"2,097",(+/-46)
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage","76,899","(+/-4,406)","79,156","(+/-3,265)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250","1,549",(+/-698),"1,174",(+/-421)
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399","2,182",(+/-779),"3,749",(+/-850)
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599","7,737","(+/-1,653)","9,125","(+/-1,547)"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799","13,340","(+/-1,888)","17,391","(+/-2,069)"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999","15,204","(+/-1,824)","14,958","(+/-1,657)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more","36,887","(+/-3,051)","32,759","(+/-2,468)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",975,(+/-31),898,(+/-29)
Housing,"Gross Rent","Occupied units paying rent","77,155","(+/-4,808)","71,252","(+/-3,899)"
Housing,"Gross Rent","Less than $500","3,235",(+/-803),"6,026","(+/-1,096)"
Housing,"Gross Rent","$500 to $999","9,772","(+/-1,953)","15,449","(+/-1,805)"
Housing,"Gross Rent","$1,000 to $1,499","28,085","(+/-3,062)","22,640","(+/-2,617)"
Housing,"Gross Rent","$1,500 to $1,999","21,880","(+/-2,359)","16,648","(+/-2,125)"
Housing,"Gross Rent","$2,000 to $2,499","9,889","(+/-1,843)","6,777","(+/-1,294)"
Housing,"Gross Rent","$2,500 to $2,999","2,054",(+/-980),"2,275",(+/-901)
Housing,"Gross Rent","$3,000 or more","2,240",(+/-616),"1,437",(+/-537)
Housing,"Gross Rent","Median (dollars)","1,456",(+/-40),"1,326",(+/-41)
Housing,"Gross Rent","No rent paid","2,862",(+/-852),"3,295",(+/-940)
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","Total households","281,331","(+/-5,093)","275,889","(+/-4,190)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","Less than $10,000","9,089","(+/-1,951)","8,452","(+/-1,509)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$10,000 to $14,999","8,352","(+/-1,943)","7,339","(+/-1,197)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$15,000 to $24,999","13,244","(+/-2,232)","16,432","(+/-2,145)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$25,000 to $34,999","14,475","(+/-2,156)","17,187","(+/-1,959)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$35,000 to $49,999","25,153","(+/-2,888)","24,113","(+/-2,265)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$50,000 to $74,999","44,335","(+/-3,550)","44,639","(+/-3,542)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$75,000 to $99,999","37,741","(+/-2,991)","35,404","(+/-2,932)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$100,000 to $149,999","51,658","(+/-3,675)","51,813","(+/-3,061)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$150,000 to $199,000","33,281","(+/-2,713)","31,059","(+/-2,549)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$200,000 or more","44,003","(+/-3,373)","39,451","(+/-3,133)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","Median household income (dollars)","91,412","(+/-3,612)","88,494","(+/-3,578)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","Mean household income (dollars)","121,319","(+/-3,614)","117,549","(+/-3,438)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population","696,445","(+/-8,834)","682,715","(+/-8,809)"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage","663,130","(+/-8,522)","648,509","(+/-9,130)"
Socioeconomic,"Health Insurance Coverage","With private health insurance","530,360","(+/-10,711)","512,064","(+/-11,646)"
Socioeconomic,"Health Insurance Coverage","With public coverage","227,104","(+/-8,287)","235,506","(+/-7,994)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","33,315","(+/-4,323)","34,206","(+/-3,574)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years","135,127","(+/-4,736)","133,758","(+/-4,733)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","4,965","(+/-1,528)","4,234","(+/-1,245)"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",4.8,(+/-0.9),3.5,(+/-0.8)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",7.0,(+/-2.0),5.0,(+/-1.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",7.1,(+/-4.8),4.9,(+/-2.6)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",2.3,(+/-0.8),2.1,(+/-0.5)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",1.9,(+/-1.4),1.9,(+/-1.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",1.3,(+/-2.0),3.0,(+/-2.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",15.9,(+/-4.8),12.2,(+/-4.5)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",20.8,(+/-6.9),17.5,(+/-6.8)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",33.4,(+/-21.0),17.9,(+/-14.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",7.3,(+/-0.8),7.2,(+/-0.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",8.1,(+/-2.2),5.6,(+/-1.6)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",7.5,(+/-2.2),5.2,(+/-1.6)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",10.8,(+/-4.2),6.0,(+/-2.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",6.4,(+/-2.1),4.9,(+/-1.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",7.1,(+/-0.7),7.5,(+/-0.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",8.1,(+/-1.4),7.8,(+/-1.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",4.7,(+/-1.0),3.4,(+/-0.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",16.8,(+/-2.0),20.6,(+/-1.7)
Education,"School Enrollment","Population 3 years and over enrolled in school","143,155","(+/-5,749)","137,454","(+/-4,633)"
Education,"School Enrollment","Nursery school, preschool","11,146","(+/-2,105)","7,829","(+/-1,447)"
Education,"School Enrollment",Kindergarten,"5,929","(+/-1,434)","6,750","(+/-1,239)"
Education,"School Enrollment","Elementary school (grades 1-8)","55,091","(+/-3,446)","54,636","(+/-3,114)"
Education,"School Enrollment","High school (grades 9-12)","32,706","(+/-3,227)","34,493","(+/-2,568)"
Education,"School Enrollment","College or graduate school","38,283","(+/-3,488)","33,746","(+/-2,551)"
Education,"Educational Attainment","Population 25 years and over","513,128","(+/-6,718)","511,652","(+/-6,561)"
Education,"Educational Attainment","Less than 9th grade","6,974","(+/-1,585)","6,677","(+/-1,064)"
Education,"Educational Attainment","9th to 12th grade, no diploma","21,077","(+/-2,989)","21,277","(+/-2,497)"
Education,"Educational Attainment","High school graduate (includes equivalency)","131,070","(+/-7,005)","146,732","(+/-6,442)"
Education,"Educational Attainment","Some college, no degree","90,580","(+/-5,679)","81,488","(+/-4,517)"
Education,"Educational Attainment","Associate's degree","47,780","(+/-3,839)","47,855","(+/-3,759)"
Education,"Educational Attainment","Bachelor's degree","129,632","(+/-5,998)","122,441","(+/-5,824)"
Education,"Educational Attainment","Graduate or professional degree","86,015","(+/-4,455)","85,182","(+/-4,572)"
Education,"Educational Attainment","Percent high school graduate or higher",94.5,(+/-0.6),94.5,(+/-0.5)
Education,"Educational Attainment","Percent bachelor's degree or higher",42.0,(+/-1.3),40.6,(+/-1.2)

"Source: 2022 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '-' The estimate could not be computed because there were an insufficient number of sample observations. For a ratio of medians estimate, one or both of the median estimates falls in the lowest interval or highest interval of an open-ended distribution. For a 5-year median estimate, the margin of error associated with a median was larger than the median itself."
"median- The median falls in the lowest interval of an open-ended distribution (for example '2,500-')"
"median+ The median falls in the highest interval of an open-ended distribution (for example '250,000+')"
"An '**' The margin of error could not be computed because there were an insufficient number of sample observations."
"An '***' The margin of error could not be computed because the median falls in the lowest interval or highest interval of an open-ended distribution. "
"An '*****' A margin of error is not appropriate because the corresponding estimate is controlled to an independent population or housing estimate. Effectively, the corresponding estimate has no sampling error and the margin of error may be treated as zero. "
"An 'N' The estimate or margin of error cannot be displayed because there were an insufficient number of sample cases in the selected geographic area."
"An '(X)' The estimate or margin of error is not applicable or not available.  "
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors","290,358",G,"256,743",G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",135,J,523,G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",97,H,111,G
Business,"Paid employees for pay period including March 12",Utilities,"2,013",H,968,H
Business,"Paid employees for pay period including March 12",Construction,"16,035",G,"15,296",G
Business,"Paid employees for pay period including March 12",Manufacturing,"32,481",G,"32,570",G
Business,"Paid employees for pay period including March 12","Wholesale trade","12,259",G,"10,537",G
Business,"Paid employees for pay period including March 12","Retail trade","46,240",G,"45,139",G
Business,"Paid employees for pay period including March 12","Transportation and warehousing","10,447",G,"5,920",G
Business,"Paid employees for pay period including March 12",Information,"8,803",G,"5,067",G
Business,"Paid employees for pay period including March 12","Finance and insurance","19,553",H,"6,815",G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing","4,953",G,"3,020",G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services","17,727",G,"15,270",G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises","4,697",H,"3,185",G
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services","14,987",G,"10,386",G
Business,"Paid employees for pay period including March 12","Educational services","10,191",G,"14,036",H
Business,"Paid employees for pay period including March 12","Health care and social assistance","44,850",G,"48,967",G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation","5,398",G,"5,650",G
