Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE"
People,Ancestry,Polish,"6,787","(+/-2,752)","6,776","(+/-2,101)","4,849","(+/-1,301)","5,803","(+/-2,180)"
People,Ancestry,Portuguese,"1,588",(+/-697),"1,186",(+/-578),"2,419",(+/-860),"1,913",(+/-785)
People,Ancestry,Russian,"3,202",(+/-900),"1,358",(+/-680),"3,048","(+/-1,166)","1,262",(+/-593)
People,Ancestry,Scotch-Irish,"6,474","(+/-1,591)","6,128","(+/-1,613)","6,697","(+/-1,890)","4,934","(+/-1,519)"
People,Ancestry,Scottish,"32,039","(+/-5,458)","32,334","(+/-4,627)","33,160","(+/-3,802)","33,760","(+/-4,618)"
People,Ancestry,Slovak,156,(+/-152),283,(+/-227),366,(+/-289),116,(+/-144)
People,Ancestry,"Subsaharan African","2,161",(+/-860),"11,076","(+/-6,024)","3,824","(+/-1,610)","2,404","(+/-1,212)"
People,Ancestry,Swedish,"26,347","(+/-4,073)","22,698","(+/-4,817)","27,737","(+/-4,451)","22,422","(+/-3,395)"
People,Ancestry,Swiss,"9,370","(+/-2,305)","9,239","(+/-1,894)","8,987","(+/-2,471)","7,077","(+/-2,642)"
People,Ancestry,Ukrainian,"1,046",(+/-792),"2,131","(+/-1,264)",660,(+/-514),776,(+/-562)
People,Ancestry,Welsh,"14,635","(+/-3,476)","9,894","(+/-2,391)","11,771","(+/-1,785)","12,418","(+/-2,667)"
People,Ancestry,"West Indian (excluding Hispanic origin groups)","1,402",(+/-812),755,(+/-597),679,(+/-561),"1,535","(+/-1,187)"
People,"Veteran Status","Civilian population 18 years and over","618,472","(+/-5,699)","625,992","(+/-7,124)","593,127","(+/-7,004)","604,531","(+/-8,777)"
People,"Veteran Status","Civilian veterans","33,245","(+/-2,475)","32,504","(+/-3,287)","21,020","(+/-1,896)","23,623","(+/-2,340)"
People,"Disability Status of the Civilian Noninstitutionalized Population","Total civilian noninstitutionalized population","840,944","(+/-7,919)","842,661","(+/-9,953)","802,211","(+/-9,290)","868,072","(+/-10,125)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability","90,423","(+/-5,990)","98,912","(+/-5,196)","86,319","(+/-5,172)","79,726","(+/-5,267)"
People,"Disability Status of the Civilian Noninstitutionalized Population","Under 18 years","226,045","(+/-4,959)","222,109","(+/-6,869)","211,814","(+/-6,875)","268,297","(+/-7,132)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability","9,067","(+/-2,142)","10,012","(+/-1,659)","8,040","(+/-1,764)","10,484","(+/-1,961)"
People,"Disability Status of the Civilian Noninstitutionalized Population","18 to 64 years","519,825","(+/-6,033)","503,779","(+/-7,317)","489,330","(+/-6,488)","513,964","(+/-8,284)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability","53,867","(+/-4,799)","50,617","(+/-4,028)","48,684","(+/-4,028)","43,496","(+/-4,114)"
People,"Disability Status of the Civilian Noninstitutionalized Population","65 years and over","95,074","(+/-2,630)","116,773","(+/-2,926)","101,067","(+/-3,881)","85,811","(+/-4,030)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability","27,489","(+/-2,314)","38,283","(+/-2,782)","29,595","(+/-2,299)","25,746","(+/-2,564)"
People,"Residence 1 Year Ago","Population 1 year and over","840,324","(+/-7,505)","838,155","(+/-9,709)","796,554","(+/-8,842)","862,118","(+/-10,138)"
People,"Residence 1 Year Ago","Same house","731,994","(+/-10,981)","724,395","(+/-11,749)","661,943","(+/-10,662)","740,898","(+/-12,554)"
People,"Residence 1 Year Ago","Different house (in the U.S. or abroad)","108,330","(+/-7,881)","113,760","(+/-10,056)","134,611","(+/-8,424)","121,220","(+/-9,560)"
People,"Residence 1 Year Ago","Different house in the U.S.","104,524","(+/-7,673)","109,940","(+/-10,071)","128,729","(+/-8,245)","115,295","(+/-9,981)"
People,"Residence 1 Year Ago","Same county","56,008","(+/-6,058)","60,793","(+/-7,851)","79,078","(+/-6,398)","66,317","(+/-8,480)"
People,"Residence 1 Year Ago","Different county","48,516","(+/-4,954)","49,147","(+/-5,975)","49,651","(+/-5,229)","48,978","(+/-6,964)"
People,"Residence 1 Year Ago","Same state","25,456","(+/-3,992)","28,211","(+/-3,921)","22,688","(+/-3,577)","28,596","(+/-5,519)"
People,"Residence 1 Year Ago","Different state","23,060","(+/-3,235)","20,936","(+/-4,756)","26,963","(+/-3,206)","20,382","(+/-4,429)"
People,"Residence 1 Year Ago",Abroad,"3,806","(+/-1,299)","3,820","(+/-1,409)","5,882","(+/-1,828)","5,925","(+/-2,408)"
Workers,"Employment Status","Population 16 years and over","652,111","(+/-5,593)","652,262","(+/-7,798)","619,419","(+/-7,512)","637,052","(+/-9,400)"
Workers,"Employment Status","In labor force","461,516","(+/-6,592)","439,434","(+/-8,059)","427,670","(+/-7,716)","463,327","(+/-9,415)"
Workers,"Employment Status","Civilian labor force","455,991","(+/-6,866)","438,717","(+/-8,062)","426,579","(+/-7,658)","462,575","(+/-9,366)"
Workers,"Employment Status",Employed,"445,073","(+/-6,823)","426,013","(+/-7,928)","415,496","(+/-7,649)","449,272","(+/-9,345)"
Workers,"Employment Status",Unemployed,"10,918","(+/-1,730)","12,704","(+/-2,016)","11,083","(+/-1,826)","13,303","(+/-2,347)"
Workers,"Employment Status","Armed Forces","5,525","(+/-1,630)",717,(+/-508),"1,091",(+/-619),752,(+/-494)
Workers,"Employment Status","Not in labor force","190,595","(+/-5,805)","212,828","(+/-6,297)","191,749","(+/-5,940)","173,725","(+/-6,389)"
Workers,"Employment Status","Civilian labor force","455,991","(+/-6,866)","438,717","(+/-8,062)","426,579","(+/-7,658)","462,575","(+/-9,366)"
Workers,"Employment Status","Unemployment Rate",2.4,(+/-0.4),2.9,(+/-0.5),2.6,(+/-0.4),2.9,(+/-0.5)
Workers,"Commuting to Work","Workers 16 years and over","444,609","(+/-6,484)","420,312","(+/-8,035)","408,232","(+/-7,606)","442,312","(+/-9,216)"
Workers,"Commuting to Work","Car, truck, or van -- drove alone","298,781","(+/-6,637)","290,100","(+/-8,239)","270,344","(+/-7,512)","296,194","(+/-9,099)"
Workers,"Commuting to Work","Car, truck, or van -- carpooled","40,866","(+/-4,114)","44,712","(+/-4,319)","36,708","(+/-3,821)","48,099","(+/-4,309)"
Workers,"Commuting to Work","Public transportation (excluding taxicab)","8,143","(+/-2,082)","4,718","(+/-1,207)","5,499","(+/-1,323)","5,052","(+/-1,590)"
Workers,"Commuting to Work",Walked,"9,103","(+/-1,335)","7,114","(+/-1,501)","11,480","(+/-1,947)","3,990",(+/-868)
Workers,"Commuting to Work","Other means","6,973","(+/-1,324)","7,615","(+/-1,555)","7,251","(+/-1,216)","4,465",(+/-998)
Workers,"Commuting to Work","Worked from home","80,743","(+/-4,797)","66,053","(+/-4,700)","76,950","(+/-4,069)","84,512","(+/-5,396)"
Workers,"Commuting to Work","Mean travel time to work (minutes)",21.2,(+/-0.5),20.6,(+/-0.6),20.9,(+/-0.5),23.6,(+/-0.6)
Workers,Occupation,"Civilian employed population 16 years and over","445,073","(+/-6,823)","426,013","(+/-7,928)","415,496","(+/-7,649)","449,272","(+/-9,345)"
Workers,Occupation,"Management, business, science, and arts occupations","201,377","(+/-5,929)","160,176","(+/-7,209)","193,450","(+/-6,874)","188,602","(+/-6,558)"
Workers,Occupation,"Service occupations","62,334","(+/-4,444)","65,896","(+/-4,790)","56,773","(+/-4,434)","61,797","(+/-4,970)"
Workers,Occupation,"Sales and office occupations","87,762","(+/-5,074)","91,190","(+/-5,743)","87,814","(+/-4,852)","95,765","(+/-5,341)"
Workers,Occupation,"Natural resources, construction, and maintenance occupations","34,017","(+/-3,354)","42,814","(+/-3,457)","32,813","(+/-2,170)","42,565","(+/-3,577)"
Workers,Occupation,"Production, transportation, and material moving occupations","59,583","(+/-3,394)","65,937","(+/-4,803)","44,646","(+/-3,424)","60,543","(+/-4,772)"
Workers,Industry,"Civilian employed population 16 years and over","445,073","(+/-6,823)","426,013","(+/-7,928)","415,496","(+/-7,649)","449,272","(+/-9,345)"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining","4,878","(+/-1,432)","6,175","(+/-1,282)","7,477","(+/-1,250)","6,376","(+/-1,645)"
Workers,Industry,Construction,"33,278","(+/-3,636)","39,331","(+/-3,638)","30,124","(+/-2,800)","39,529","(+/-3,953)"
Workers,Industry,Manufacturing,"55,130","(+/-3,529)","41,097","(+/-3,808)","33,522","(+/-2,959)","43,882","(+/-4,254)"
Workers,Industry,"Wholesale trade","8,864","(+/-1,555)","9,243","(+/-1,977)","9,683","(+/-1,593)","7,521","(+/-1,441)"
Workers,Industry,"Retail trade","47,450","(+/-3,692)","48,999","(+/-4,054)","50,414","(+/-3,740)","56,615","(+/-4,931)"
Workers,Industry,"Transportation and warehousing, and utilities","22,285","(+/-2,460)","32,773","(+/-3,253)","20,530","(+/-2,598)","28,086","(+/-2,959)"
Workers,Industry,Information,"6,646","(+/-1,402)","6,478","(+/-1,342)","10,729","(+/-1,778)","11,334","(+/-1,860)"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing","28,429","(+/-2,526)","26,518","(+/-3,229)","29,407","(+/-2,695)","33,888","(+/-2,835)"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services","51,330","(+/-4,244)","53,139","(+/-4,623)","56,780","(+/-3,534)","60,021","(+/-3,989)"
Workers,Industry,"Educational services, and health care and social assistance","105,604","(+/-4,972)","90,590","(+/-6,161)","99,377","(+/-4,766)","90,911","(+/-4,837)"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services","33,298","(+/-2,873)","35,891","(+/-3,642)","35,640","(+/-3,331)","33,206","(+/-3,494)"
Workers,Industry,"Other services, except public administration","14,725","(+/-1,801)","21,128","(+/-2,666)","18,498","(+/-2,429)","21,571","(+/-2,703)"
Workers,Industry,"Public administration","33,156","(+/-2,961)","14,651","(+/-1,850)","13,315","(+/-1,754)","16,332","(+/-1,937)"
Workers,"Class of Worker","Civilian employed population 16 years and over","445,073","(+/-6,823)","426,013","(+/-7,928)","415,496","(+/-7,649)","449,272","(+/-9,345)"
Workers,"Class of Worker","Private wage and salary workers","336,357","(+/-7,054)","344,038","(+/-7,615)","340,780","(+/-7,085)","363,192","(+/-9,327)"
Workers,"Class of Worker","Government workers","86,641","(+/-4,798)","58,860","(+/-4,635)","52,826","(+/-3,282)","60,191","(+/-4,425)"
Workers,"Class of Worker","Self-employed in own not incorporated business workers","21,352","(+/-2,272)","22,454","(+/-2,688)","21,392","(+/-2,503)","24,734","(+/-2,959)"
Workers,"Class of Worker","Unpaid family workers",723,(+/-409),661,(+/-413),498,(+/-289),"1,155",(+/-607)
Housing,"Housing Occupancy","Total housing units","315,335","(+/-3,479)","326,634","(+/-4,441)","304,498","(+/-3,933)","282,240","(+/-4,660)"
Housing,"Housing Occupancy","Occupied housing units","291,498","(+/-3,601)","293,806","(+/-4,330)","272,307","(+/-4,124)","272,049","(+/-4,350)"
Housing,"Housing Occupancy","Vacant housing units","23,837","(+/-2,962)","32,828","(+/-3,574)","32,191","(+/-2,893)","10,191","(+/-2,213)"
Housing,"Housing Occupancy","Homeowner vacancy rate",0.5,(+/-0.3),0.8,(+/-0.4),0.7,(+/-0.3),0.6,(+/-0.4)
Housing,"Housing Occupancy","Rental vacancy rate",5.4,(+/-1.8),5.2,(+/-1.8),5.7,(+/-1.8),4.7,(+/-2.1)
Housing,"Housing Tenure","Occupied housing units","291,498","(+/-3,601)","293,806","(+/-4,330)","272,307","(+/-4,124)","272,049","(+/-4,350)"
Housing,"Housing Tenure",Owner-occupied,"206,881","(+/-4,106)","202,611","(+/-4,243)","185,874","(+/-3,901)","208,798","(+/-4,562)"
Housing,"Housing Tenure",Renter-occupied,"84,617","(+/-4,100)","91,195","(+/-4,664)","86,433","(+/-4,014)","63,251","(+/-3,833)"
Housing,"Housing Tenure","Average household size of owner-occupied unit",3.07,(+/-0.04),2.98,(+/-0.06),3.07,(+/-0.05),3.34,(+/-0.06)
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.35,(+/-0.07),2.56,(+/-0.10),2.55,(+/-0.09),2.68,(+/-0.12)
Housing,"Year Householder Moved into Unit","Occupied housing units","291,498","(+/-3,601)","293,806","(+/-4,330)","272,307","(+/-4,124)","272,049","(+/-4,350)"
Housing,"Year Householder Moved into Unit","Moved in 2021 or later","57,709","(+/-4,151)","59,538","(+/-4,314)","60,789","(+/-4,076)","52,304","(+/-3,166)"
Housing,"Year Householder Moved into Unit","Moved in 2018 to 2020","74,395","(+/-4,248)","79,548","(+/-3,699)","64,556","(+/-3,526)","69,967","(+/-4,096)"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2017","72,961","(+/-3,286)","70,870","(+/-4,527)","60,651","(+/-3,316)","71,855","(+/-3,621)"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009","44,185","(+/-3,207)","41,861","(+/-2,907)","38,872","(+/-2,780)","41,486","(+/-3,158)"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999","22,020","(+/-2,040)","21,600","(+/-2,296)","23,912","(+/-2,073)","18,452","(+/-1,778)"
Housing,"Year Householder Moved into Unit","Moved in 1989 and earlier","20,228","(+/-1,758)","20,389","(+/-2,012)","23,527","(+/-2,064)","17,985","(+/-1,898)"
Housing,Value,"Owner-occupied units","206,881","(+/-4,106)","202,611","(+/-4,243)","185,874","(+/-3,901)","208,798","(+/-4,562)"
Housing,Value,"Less than $50,000","5,464","(+/-1,160)","7,165","(+/-1,665)","6,041","(+/-1,106)","3,642",(+/-988)
Housing,Value,"$50,000 to $99,999","2,838",(+/-761),"4,866","(+/-1,092)","4,856","(+/-1,046)","2,333",(+/-678)
Housing,Value,"$100,000 to $149,999","2,121",(+/-715),"2,597",(+/-699),"2,937",(+/-681),"1,982",(+/-917)
Housing,Value,"$150,000 to $199,999","1,907",(+/-585),"4,645",(+/-976),"4,205",(+/-907),"1,851",(+/-623)
Housing,Value,"$200,000 to $299,999","17,662","(+/-1,892)","18,368","(+/-2,256)","12,318","(+/-1,479)","10,175","(+/-1,575)"
Housing,Value,"$300,000 to $499,999","77,875","(+/-4,113)","78,751","(+/-3,735)","49,886","(+/-2,915)","78,385","(+/-3,881)"
Housing,Value,"$500,000 to $999,999","82,652","(+/-3,241)","76,384","(+/-4,101)","82,363","(+/-3,665)","99,467","(+/-4,191)"
Housing,Value,"$1,000,000 or more","16,362","(+/-1,919)","9,835","(+/-1,917)","23,268","(+/-2,008)","10,963","(+/-1,801)"
Housing,Value,"Median (dollars)","489,000","(+/-6,848)","464,800","(+/-8,012)","556,900","(+/-11,656)","521,100","(+/-11,199)"
Housing,"Mortgage Status","Owner-occupied units","206,881","(+/-4,106)","202,611","(+/-4,243)","185,874","(+/-3,901)","208,798","(+/-4,562)"
Housing,"Mortgage Status","Housing units with a mortgage","144,579","(+/-4,677)","133,588","(+/-4,033)","117,630","(+/-3,971)","155,166","(+/-4,235)"
Housing,"Mortgage Status","Housing units without a mortgage","62,302","(+/-3,683)","69,023","(+/-3,332)","68,244","(+/-3,118)","53,632","(+/-3,376)"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage","144,579","(+/-4,677)","133,588","(+/-4,033)","117,630","(+/-3,971)","155,166","(+/-4,235)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500","1,174",(+/-508),"1,386",(+/-522),864,(+/-511),"1,417",(+/-681)
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999","10,692","(+/-1,343)","14,326","(+/-2,069)","8,224","(+/-1,442)","7,189","(+/-1,254)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499","34,594","(+/-3,178)","36,449","(+/-3,179)","21,788","(+/-2,144)","33,387","(+/-2,818)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999","42,306","(+/-3,610)","36,168","(+/-2,754)","32,994","(+/-2,699)","46,128","(+/-3,326)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499","25,796","(+/-2,176)","25,514","(+/-3,076)","23,397","(+/-2,256)","34,186","(+/-3,084)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999","14,506","(+/-1,926)","9,727","(+/-1,845)","11,242","(+/-1,584)","17,240","(+/-2,397)"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more","15,511","(+/-1,967)","10,018","(+/-1,396)","19,121","(+/-1,654)","15,619","(+/-2,144)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)","1,794",(+/-30),"1,696",(+/-47),"1,919",(+/-39),"1,881",(+/-33)
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage","62,302","(+/-3,683)","69,023","(+/-3,332)","68,244","(+/-3,118)","53,632","(+/-3,376)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250","3,431",(+/-796),"5,380","(+/-1,330)","4,607",(+/-788),"2,059",(+/-799)
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399","12,571","(+/-1,532)","17,287","(+/-2,032)","12,487","(+/-1,274)","10,923","(+/-1,566)"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599","24,558","(+/-2,431)","25,932","(+/-2,448)","26,008","(+/-2,253)","22,922","(+/-2,554)"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799","11,082","(+/-1,410)","11,807","(+/-1,958)","14,835","(+/-1,787)","11,589","(+/-1,788)"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999","5,213","(+/-1,041)","4,669","(+/-1,398)","5,019",(+/-901),"2,675",(+/-755)
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more","5,447","(+/-1,243)","3,948","(+/-1,014)","5,288",(+/-978),"3,464",(+/-790)
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",506,(+/-16),476,(+/-12),523,(+/-15),521,(+/-15)
Housing,"Gross Rent","Occupied units paying rent","81,135","(+/-4,238)","87,826","(+/-4,694)","81,683","(+/-3,817)","60,044","(+/-3,670)"
Housing,"Gross Rent","Less than $500","5,590","(+/-1,355)","3,964","(+/-1,077)","4,389","(+/-1,230)","1,824","(+/-1,038)"
Housing,"Gross Rent","$500 to $999","18,987","(+/-2,265)","17,366","(+/-2,330)","17,009","(+/-1,854)","6,182","(+/-1,493)"
Housing,"Gross Rent","$1,000 to $1,499","28,390","(+/-2,918)","31,769","(+/-3,288)","27,395","(+/-2,825)","20,187","(+/-2,546)"
Housing,"Gross Rent","$1,500 to $1,999","17,071","(+/-2,338)","20,321","(+/-2,775)","21,177","(+/-2,812)","18,250","(+/-2,006)"
Housing,"Gross Rent","$2,000 to $2,499","7,735","(+/-1,332)","9,353","(+/-1,668)","7,627","(+/-1,738)","10,022","(+/-1,979)"
Housing,"Gross Rent","$2,500 to $2,999","1,893",(+/-700),"2,660",(+/-986),"2,041",(+/-651),"2,518","(+/-1,106)"
Housing,"Gross Rent","$3,000 or more","1,469",(+/-668),"2,393",(+/-952),"2,045",(+/-755),"1,061",(+/-566)
Housing,"Gross Rent","Median (dollars)","1,265",(+/-41),"1,344",(+/-47),"1,356",(+/-39),"1,550",(+/-53)
Housing,"Gross Rent","No rent paid","3,482","(+/-1,012)","3,369","(+/-1,103)","4,750","(+/-1,173)","3,207","(+/-1,309)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","Total households","291,498","(+/-3,601)","293,806","(+/-4,330)","272,307","(+/-4,124)","272,049","(+/-4,350)"
