People,Ancestry,Greek,"2,013","(+/-1,509)"
People,Ancestry,Hungarian,"1,144",(+/-735)
People,Ancestry,Irish,"66,744","(+/-5,551)"
People,Ancestry,Italian,"19,709","(+/-3,375)"
People,Ancestry,Lithuanian,642,(+/-478)
People,Ancestry,Norwegian,"16,227","(+/-2,788)"
People,Ancestry,Polish,"8,078","(+/-1,520)"
People,Ancestry,Portuguese,"1,227",(+/-718)
People,Ancestry,Russian,"2,785",(+/-850)
People,Ancestry,Scotch-Irish,"7,726","(+/-2,012)"
People,Ancestry,Scottish,"17,395","(+/-3,673)"
People,Ancestry,Slovak,468,(+/-322)
People,Ancestry,"Subsaharan African","1,291",(+/-680)
People,Ancestry,Swedish,"13,892","(+/-2,754)"
People,Ancestry,Swiss,"2,772","(+/-1,175)"
People,Ancestry,Ukrainian,990,(+/-754)
People,Ancestry,Welsh,"5,750","(+/-1,742)"
People,Ancestry,"West Indian (excluding Hispanic origin groups)",216,(+/-188)
People,"Veteran Status","Civilian population 18 years and over","447,769","(+/-1,669)"
People,"Veteran Status","Civilian veterans","42,237","(+/-3,500)"
People,"Disability Status of the Civilian Noninstitutionalized Population","Total civilian noninstitutionalized population","570,764","(+/-1,045)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability","83,652","(+/-5,419)"
People,"Disability Status of the Civilian Noninstitutionalized Population","Under 18 years","129,291","(+/-1,372)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability","5,862","(+/-1,345)"
People,"Disability Status of the Civilian Noninstitutionalized Population","18 to 64 years","336,037","(+/-1,977)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability","40,692","(+/-3,531)"
People,"Disability Status of the Civilian Noninstitutionalized Population","65 years and over","105,436","(+/-1,113)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability","37,098","(+/-2,482)"
People,"Residence 1 Year Ago","Population 1 year and over","575,705","(+/-1,181)"
People,"Residence 1 Year Ago","Same house","487,359","(+/-8,727)"
People,"Residence 1 Year Ago","Different house (in the U.S. or abroad)","88,346","(+/-8,504)"
People,"Residence 1 Year Ago","Different house in the U.S.","86,644","(+/-8,468)"
People,"Residence 1 Year Ago","Same county","42,830","(+/-5,965)"
People,"Residence 1 Year Ago","Different county","43,814","(+/-5,215)"
People,"Residence 1 Year Ago","Same state","14,866","(+/-2,822)"
People,"Residence 1 Year Ago","Different state","28,948","(+/-4,255)"
People,"Residence 1 Year Ago",Abroad,"1,702",(+/-723)
Workers,"Employment Status","Population 16 years and over","465,883","(+/-1,595)"
Workers,"Employment Status","In labor force","306,456","(+/-4,870)"
Workers,"Employment Status","Civilian labor force","302,447","(+/-5,026)"
Workers,"Employment Status",Employed,"291,038","(+/-5,579)"
Workers,"Employment Status",Unemployed,"11,409","(+/-1,785)"
Workers,"Employment Status","Armed Forces","4,009","(+/-1,045)"
Workers,"Employment Status","Not in labor force","159,427","(+/-4,855)"
Workers,"Employment Status","Civilian labor force","302,447","(+/-5,026)"
Workers,"Employment Status","Unemployment Rate",3.8,(+/-0.6)
Workers,"Commuting to Work","Workers 16 years and over","287,194","(+/-5,795)"
Workers,"Commuting to Work","Car, truck, or van -- drove alone","218,903","(+/-6,115)"
Workers,"Commuting to Work","Car, truck, or van -- carpooled","23,591","(+/-2,695)"
Workers,"Commuting to Work","Public transportation (excluding taxicab)","2,765","(+/-1,018)"
Workers,"Commuting to Work",Walked,"9,962","(+/-1,565)"
Workers,"Commuting to Work","Other means","5,821","(+/-1,444)"
Workers,"Commuting to Work","Worked from home","26,152","(+/-3,267)"
Workers,"Commuting to Work","Mean travel time to work (minutes)",18.0,(+/-0.9)
Workers,Occupation,"Civilian employed population 16 years and over","291,038","(+/-5,579)"
Workers,Occupation,"Management, business, science, and arts occupations","115,938","(+/-5,577)"
Workers,Occupation,"Service occupations","48,452","(+/-3,880)"
Workers,Occupation,"Sales and office occupations","50,056","(+/-3,606)"
Workers,Occupation,"Natural resources, construction, and maintenance occupations","44,294","(+/-3,543)"
Workers,Occupation,"Production, transportation, and material moving occupations","32,298","(+/-3,349)"
Workers,Industry,"Civilian employed population 16 years and over","291,038","(+/-5,579)"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining","26,570","(+/-3,089)"
Workers,Industry,Construction,"27,468","(+/-2,527)"
Workers,Industry,Manufacturing,"13,010","(+/-2,028)"
Workers,Industry,"Wholesale trade","4,377","(+/-1,043)"
Workers,Industry,"Retail trade","28,915","(+/-2,739)"
Workers,Industry,"Transportation and warehousing, and utilities","17,840","(+/-2,269)"
Workers,Industry,Information,"4,334","(+/-1,233)"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing","13,136","(+/-2,163)"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services","21,525","(+/-2,514)"
Workers,Industry,"Educational services, and health care and social assistance","71,327","(+/-4,841)"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services","28,814","(+/-2,842)"
Workers,Industry,"Other services, except public administration","15,413","(+/-2,531)"
Workers,Industry,"Public administration","18,309","(+/-2,571)"
Workers,"Class of Worker","Civilian employed population 16 years and over","291,038","(+/-5,579)"
Workers,"Class of Worker","Private wage and salary workers","204,726","(+/-5,866)"
Workers,"Class of Worker","Government workers","65,081","(+/-4,012)"
Workers,"Class of Worker","Self-employed in own not incorporated business workers","20,633","(+/-2,644)"
Workers,"Class of Worker","Unpaid family workers",598,(+/-449)
Housing,"Housing Occupancy","Total housing units","277,106",(+/-67)
Housing,"Housing Occupancy","Occupied housing units","243,321","(+/-3,844)"
Housing,"Housing Occupancy","Vacant housing units","33,785","(+/-3,868)"
Housing,"Housing Occupancy","Homeowner vacancy rate",0.5,(+/-0.3)
Housing,"Housing Occupancy","Rental vacancy rate",6.8,(+/-2.1)
Housing,"Housing Tenure","Occupied housing units","243,321","(+/-3,844)"
Housing,"Housing Tenure",Owner-occupied,"176,863","(+/-4,278)"
Housing,"Housing Tenure",Renter-occupied,"66,458","(+/-3,645)"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.45,(+/-0.05)
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.03,(+/-0.07)
Housing,"Year Householder Moved into Unit","Occupied housing units","243,321","(+/-3,844)"
Housing,"Year Householder Moved into Unit","Moved in 2021 or later","46,718","(+/-4,001)"
Housing,"Year Householder Moved into Unit","Moved in 2018 to 2020","56,869","(+/-4,184)"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2017","56,767","(+/-3,540)"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009","38,322","(+/-3,063)"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999","20,375","(+/-2,498)"
Housing,"Year Householder Moved into Unit","Moved in 1989 and earlier","24,270","(+/-2,143)"
Housing,Value,"Owner-occupied units","176,863","(+/-4,278)"
Housing,Value,"Less than $50,000","14,074","(+/-2,139)"
Housing,Value,"$50,000 to $99,999","7,085","(+/-1,320)"
Housing,Value,"$100,000 to $149,999","10,833","(+/-1,844)"
Housing,Value,"$150,000 to $199,999","15,348","(+/-2,022)"
Housing,Value,"$200,000 to $299,999","44,339","(+/-3,016)"
Housing,Value,"$300,000 to $499,999","52,632","(+/-3,850)"
Housing,Value,"$500,000 to $999,999","23,261","(+/-2,256)"
Housing,Value,"$1,000,000 or more","9,291","(+/-1,618)"
Housing,Value,"Median (dollars)","292,300","(+/-7,001)"
Housing,"Mortgage Status","Owner-occupied units","176,863","(+/-4,278)"
Housing,"Mortgage Status","Housing units with a mortgage","101,109","(+/-3,578)"
Housing,"Mortgage Status","Housing units without a mortgage","75,754","(+/-3,894)"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage","101,109","(+/-3,578)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500","1,654",(+/-760)
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999","14,465","(+/-2,112)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499","30,369","(+/-2,553)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999","27,079","(+/-2,584)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499","14,714","(+/-2,024)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999","6,298","(+/-1,395)"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more","6,530","(+/-1,400)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)","1,564",(+/-39)
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage","75,754","(+/-3,894)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250","6,951","(+/-1,377)"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399","19,361","(+/-2,462)"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599","24,792","(+/-2,319)"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799","13,401","(+/-1,834)"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999","5,844","(+/-1,247)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more","5,405","(+/-1,199)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",484,(+/-17)
Housing,"Gross Rent","Occupied units paying rent","59,616","(+/-3,809)"
Housing,"Gross Rent","Less than $500","7,518","(+/-1,581)"
Housing,"Gross Rent","$500 to $999","28,291","(+/-2,694)"
Housing,"Gross Rent","$1,000 to $1,499","16,014","(+/-1,872)"
Housing,"Gross Rent","$1,500 to $1,999","5,550","(+/-1,398)"
Housing,"Gross Rent","$2,000 to $2,499","1,205",(+/-606)
Housing,"Gross Rent","$2,500 to $2,999",533,(+/-444)
Housing,"Gross Rent","$3,000 or more",505,(+/-373)
Housing,"Gross Rent","Median (dollars)",895,(+/-29)
Housing,"Gross Rent","No rent paid","6,842","(+/-1,805)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","Total households","243,321","(+/-3,844)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","Less than $10,000","12,728","(+/-2,149)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$10,000 to $14,999","8,218","(+/-1,614)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$15,000 to $24,999","18,342","(+/-2,221)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$25,000 to $34,999","19,912","(+/-2,268)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$35,000 to $49,999","27,452","(+/-2,853)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$50,000 to $74,999","43,132","(+/-2,836)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$75,000 to $99,999","33,543","(+/-2,662)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$100,000 to $149,999","45,485","(+/-3,629)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$150,000 to $199,000","18,511","(+/-2,394)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$200,000 or more","15,998","(+/-2,057)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","Median household income (dollars)","70,042","(+/-2,867)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","Mean household income (dollars)","90,018","(+/-3,589)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population","570,764","(+/-1,045)"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage","505,145","(+/-6,776)"
Socioeconomic,"Health Insurance Coverage","With private health insurance","404,962","(+/-9,041)"
Socioeconomic,"Health Insurance Coverage","With public coverage","177,852","(+/-5,647)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","65,619","(+/-6,704)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years","138,679","(+/-2,083)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","10,920","(+/-2,404)"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",8.6,(+/-1.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",11.5,(+/-2.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",13.4,(+/-5.8)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",5.3,(+/-1.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",6.1,(+/-2.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",4.6,(+/-3.8)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",21.4,(+/-5.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",26.4,(+/-7.6)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",36.9,(+/-19.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",11.8,(+/-1.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",14.1,(+/-2.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",13.8,(+/-2.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",16.9,(+/-3.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",12.9,(+/-3.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",11.1,(+/-1.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",9.8,(+/-1.8)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",9.2,(+/-1.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",21.3,(+/-2.3)
Education,"School Enrollment","Population 3 years and over enrolled in school","139,646","(+/-3,789)"
Education,"School Enrollment","Nursery school, preschool","7,821","(+/-1,524)"
Education,"School Enrollment",Kindergarten,"7,417","(+/-1,533)"
Education,"School Enrollment","Elementary school (grades 1-8)","59,928","(+/-2,497)"
Education,"School Enrollment","High school (grades 9-12)","30,322","(+/-1,685)"
Education,"School Enrollment","College or graduate school","34,158","(+/-2,539)"
Education,"Educational Attainment","Population 25 years and over","399,796","(+/-2,780)"
Education,"Educational Attainment","Less than 9th grade","8,563","(+/-1,736)"
Education,"Educational Attainment","9th to 12th grade, no diploma","16,511","(+/-2,328)"
Education,"Educational Attainment","High school graduate (includes equivalency)","109,092","(+/-6,019)"
Education,"Educational Attainment","Some college, no degree","99,620","(+/-4,410)"
Education,"Educational Attainment","Associate's degree","47,844","(+/-3,767)"
Education,"Educational Attainment","Bachelor's degree","71,812","(+/-4,527)"
Education,"Educational Attainment","Graduate or professional degree","46,354","(+/-3,753)"
Education,"Educational Attainment","Percent high school graduate or higher",93.7,(+/-0.8)
Education,"Educational Attainment","Percent bachelor's degree or higher",29.6,(+/-1.3)


"Source: 2022 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '-' The estimate could not be computed because there were an insufficient number of sample observations. For a ratio of medians estimate, one or both of the median estimates falls in the lowest interval or highest interval of an open-ended distribution. For a 5-year median estimate, the margin of error associated with a median was larger than the median itself."
"median- The median falls in the lowest interval of an open-ended distribution (for example '2,500-')"
"median+ The median falls in the highest interval of an open-ended distribution (for example '250,000+')"
"An '**' The margin of error could not be computed because there were an insufficient number of sample observations."
"An '***' The margin of error could not be computed because the median falls in the lowest interval or highest interval of an open-ended distribution. "
"An '*****' A margin of error is not appropriate because the corresponding estimate is controlled to an independent population or housing estimate. Effectively, the corresponding estimate has no sampling error and the margin of error may be treated as zero. "
"An 'N' The estimate or margin of error cannot be displayed because there were an insufficient number of sample cases in the selected geographic area."
"An '(X)' The estimate or margin of error is not applicable or not available.  "
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District (At Large) Estimate","District (At Large) Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors","198,810",G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",182,H
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction","12,515",G
Business,"Paid employees for pay period including March 12",Utilities,"2,517",J
Business,"Paid employees for pay period including March 12",Construction,"16,950",G
Business,"Paid employees for pay period including March 12",Manufacturing,"10,279",G
Business,"Paid employees for pay period including March 12","Wholesale trade","6,631",G
Business,"Paid employees for pay period including March 12","Retail trade","30,698",G
Business,"Paid employees for pay period including March 12","Transportation and warehousing","9,429",G
Business,"Paid employees for pay period including March 12",Information,"3,647",G
Business,"Paid employees for pay period including March 12","Finance and insurance","7,326",G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing","4,410",G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services","11,731",G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",691,G
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services","7,189",G
Business,"Paid employees for pay period including March 12","Educational services","1,946",G
Business,"Paid employees for pay period including March 12","Health care and social assistance","32,751",G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation","5,031",H
Business,"Paid employees for pay period including March 12","Accommodation and food services","26,586",G
Business,"Paid employees for pay period including March 12","Other services (except public administration)","8,148",G
Business,"Paid employees for pay period including March 12","Industries not classified",153,H
Business,"Annual payroll ($1,000)","Total for all sectors","10,474,901",G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting","8,737",G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction","1,194,378",G
Business,"Annual payroll ($1,000)",Utilities,"245,652",J
Business,"Annual payroll ($1,000)",Construction,"1,016,521",G
Business,"Annual payroll ($1,000)",Manufacturing,"787,281",G
Business,"Annual payroll ($1,000)","Wholesale trade","443,735",G
Business,"Annual payroll ($1,000)","Retail trade","1,046,419",G
Business,"Annual payroll ($1,000)","Transportation and warehousing","541,007",G
Business,"Annual payroll ($1,000)",Information,"224,592",G
Business,"Annual payroll ($1,000)","Finance and insurance","546,772",G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing","243,846",G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services","817,705",G
Business,"Annual payroll ($1,000)","Management of companies and enterprises","46,478",H
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services","299,598",G
Business,"Annual payroll ($1,000)","Educational services","75,842",G
Business,"Annual payroll ($1,000)","Health care and social assistance","1,818,335",G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation","132,518",G
Business,"Annual payroll ($1,000)","Accommodation and food services","677,071",G
Business,"Annual payroll ($1,000)","Other services (except public administration)","303,027",G
Business,"Annual payroll ($1,000)","Industries not classified","5,387",G
Business,"Total Establishments","Total for all sectors","22,474",X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",89,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",585,X
Business,"Total Establishments",Utilities,145,X
Business,"Total Establishments",Construction,"2,825",X
Business,"Total Establishments",Manufacturing,602,X
Business,"Total Establishments","Wholesale trade",838,X
Business,"Total Establishments","Retail trade","2,612",X
Business,"Total Establishments","Transportation and warehousing",968,X
Business,"Total Establishments",Information,471,X
Business,"Total Establishments","Finance and insurance","1,191",X
Business,"Total Establishments","Real estate and rental and leasing","1,318",X
Business,"Total Establishments","Professional, scientific, and technical services","2,866",X
Business,"Total Establishments","Management of companies and enterprises",101,X
Business,"Total Establishments","Administrative and support and waste management and remediation services","1,224",X
Business,"Total Establishments","Educational services",224,X
Business,"Total Establishments","Health care and social assistance","2,072",X
Business,"Total Establishments","Arts, entertainment, and recreation",515,X
Business,"Total Establishments","Accommodation and food services","1,845",X
Business,"Total Establishments","Other services (except public administration)","1,905",X
Business,"Total Establishments","Industries not classified",78,X


"Source: 2021 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"S Cell value withheld because it did not meet publication standards"
"N Not available or not comparable"
"X Not applicable"
