Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE"
People,Ancestry,Norwegian,"2,786",(+/-834),"2,366","(+/-1,072)"
People,Ancestry,Polish,"15,640","(+/-2,477)","17,922","(+/-3,359)"
People,Ancestry,Portuguese,"44,596","(+/-5,434)","26,230","(+/-4,534)"
People,Ancestry,Russian,"4,029","(+/-1,440)","2,404",(+/-951)
People,Ancestry,Scotch-Irish,"2,007",(+/-928),"2,713","(+/-1,129)"
People,Ancestry,Scottish,"7,470","(+/-1,596)","7,568","(+/-1,623)"
People,Ancestry,Slovak,825,(+/-453),806,(+/-507)
People,Ancestry,"Subsaharan African","24,011","(+/-4,476)","12,292","(+/-4,287)"
People,Ancestry,Swedish,"7,037","(+/-1,850)","9,287","(+/-2,144)"
People,Ancestry,Swiss,349,(+/-316),438,(+/-392)
People,Ancestry,Ukrainian,"1,543",(+/-780),"1,363",(+/-551)
People,Ancestry,Welsh,"1,909","(+/-1,075)","2,250",(+/-829)
People,Ancestry,"West Indian (excluding Hispanic origin groups)","4,807","(+/-3,564)","3,718","(+/-1,681)"
People,"Veteran Status","Civilian population 18 years and over","438,800","(+/-7,101)","447,659","(+/-7,074)"
People,"Veteran Status","Civilian veterans","23,832","(+/-2,487)","22,824","(+/-2,441)"
People,"Disability Status of the Civilian Noninstitutionalized Population","Total civilian noninstitutionalized population","534,422","(+/-8,862)","542,480","(+/-9,038)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability","73,018","(+/-4,843)","69,080","(+/-4,650)"
People,"Disability Status of the Civilian Noninstitutionalized Population","Under 18 years","100,888","(+/-5,509)","102,020","(+/-5,399)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability","5,016","(+/-1,416)","4,849","(+/-1,303)"
People,"Disability Status of the Civilian Noninstitutionalized Population","18 to 64 years","335,604","(+/-6,448)","339,446","(+/-6,514)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability","38,725","(+/-3,844)","34,834","(+/-3,562)"
People,"Disability Status of the Civilian Noninstitutionalized Population","65 years and over","97,930","(+/-3,295)","101,014","(+/-3,526)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability","29,277","(+/-2,400)","29,397","(+/-2,536)"
People,"Residence 1 Year Ago","Population 1 year and over","538,666","(+/-9,000)","545,318","(+/-8,875)"
People,"Residence 1 Year Ago","Same house","473,524","(+/-9,077)","494,290","(+/-10,339)"
People,"Residence 1 Year Ago","Different house (in the U.S. or abroad)","65,142","(+/-7,070)","51,028","(+/-6,317)"
People,"Residence 1 Year Ago","Different house in the U.S.","59,062","(+/-6,994)","48,503","(+/-6,174)"
People,"Residence 1 Year Ago","Same county","29,434","(+/-5,560)","22,393","(+/-4,507)"
People,"Residence 1 Year Ago","Different county","29,628","(+/-4,306)","26,110","(+/-3,903)"
People,"Residence 1 Year Ago","Same state","5,304","(+/-1,417)","10,123","(+/-2,555)"
People,"Residence 1 Year Ago","Different state","24,324","(+/-4,110)","15,987","(+/-2,777)"
People,"Residence 1 Year Ago",Abroad,"6,080","(+/-2,477)","2,525","(+/-1,220)"
Workers,"Employment Status","Population 16 years and over","452,768","(+/-7,970)","463,251","(+/-8,046)"
Workers,"Employment Status","In labor force","293,399","(+/-7,613)","297,966","(+/-7,770)"
Workers,"Employment Status","Civilian labor force","289,987","(+/-7,465)","297,249","(+/-7,717)"
Workers,"Employment Status",Employed,"276,903","(+/-7,410)","283,665","(+/-7,670)"
Workers,"Employment Status",Unemployed,"13,084","(+/-1,997)","13,584","(+/-3,104)"
Workers,"Employment Status","Armed Forces","3,412","(+/-1,216)",717,(+/-455)
Workers,"Employment Status","Not in labor force","159,369","(+/-5,760)","165,285","(+/-6,551)"
Workers,"Employment Status","Civilian labor force","289,987","(+/-7,465)","297,249","(+/-7,717)"
Workers,"Employment Status","Unemployment Rate",4.5,(+/-0.7),4.6,(+/-1.0)
Workers,"Commuting to Work","Workers 16 years and over","273,160","(+/-7,752)","277,264","(+/-7,634)"
Workers,"Commuting to Work","Car, truck, or van -- drove alone","191,055","(+/-6,736)","207,700","(+/-7,135)"
Workers,"Commuting to Work","Car, truck, or van -- carpooled","21,317","(+/-3,094)","21,172","(+/-3,983)"
Workers,"Commuting to Work","Public transportation (excluding taxicab)","4,842","(+/-1,344)","2,798",(+/-845)
Workers,"Commuting to Work",Walked,"11,006","(+/-1,657)","4,947","(+/-1,400)"
Workers,"Commuting to Work","Other means","7,150","(+/-2,083)","4,601","(+/-1,485)"
Workers,"Commuting to Work","Worked from home","37,790","(+/-3,578)","36,046","(+/-4,197)"
Workers,"Commuting to Work","Mean travel time to work (minutes)",25.2,(+/-0.8),25.6,(+/-0.9)
Workers,Occupation,"Civilian employed population 16 years and over","276,903","(+/-7,410)","283,665","(+/-7,670)"
Workers,Occupation,"Management, business, science, and arts occupations","126,404","(+/-6,435)","132,204","(+/-7,020)"
Workers,Occupation,"Service occupations","48,171","(+/-4,010)","46,586","(+/-5,047)"
Workers,Occupation,"Sales and office occupations","51,177","(+/-4,540)","53,104","(+/-4,888)"
Workers,Occupation,"Natural resources, construction, and maintenance occupations","19,447","(+/-3,009)","20,100","(+/-2,895)"
Workers,Occupation,"Production, transportation, and material moving occupations","31,704","(+/-4,273)","31,671","(+/-3,671)"
Workers,Industry,"Civilian employed population 16 years and over","276,903","(+/-7,410)","283,665","(+/-7,670)"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining","3,206","(+/-1,592)","2,055",(+/-897)
Workers,Industry,Construction,"17,226","(+/-2,747)","15,936","(+/-2,627)"
Workers,Industry,Manufacturing,"27,315","(+/-3,626)","32,818","(+/-3,216)"
Workers,Industry,"Wholesale trade","7,572","(+/-1,816)","5,594","(+/-1,693)"
Workers,Industry,"Retail trade","28,800","(+/-3,094)","30,080","(+/-3,543)"
Workers,Industry,"Transportation and warehousing, and utilities","12,786","(+/-2,428)","13,430","(+/-2,510)"
Workers,Industry,Information,"3,495",(+/-954),"3,121","(+/-1,007)"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing","20,232","(+/-2,741)","20,960","(+/-3,536)"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services","34,026","(+/-3,519)","31,110","(+/-3,597)"
Workers,Industry,"Educational services, and health care and social assistance","75,002","(+/-4,584)","74,641","(+/-5,484)"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services","23,306","(+/-2,942)","28,475","(+/-4,516)"
Workers,Industry,"Other services, except public administration","11,623","(+/-1,760)","11,961","(+/-2,533)"
Workers,Industry,"Public administration","12,314","(+/-2,116)","13,484","(+/-2,284)"
Workers,"Class of Worker","Civilian employed population 16 years and over","276,903","(+/-7,410)","283,665","(+/-7,670)"
Workers,"Class of Worker","Private wage and salary workers","225,616","(+/-7,391)","224,561","(+/-7,576)"
Workers,"Class of Worker","Government workers","35,091","(+/-3,807)","42,938","(+/-4,003)"
Workers,"Class of Worker","Self-employed in own not incorporated business workers","15,988","(+/-2,812)","15,875","(+/-2,158)"
Workers,"Class of Worker","Unpaid family workers",208,(+/-205),291,(+/-292)
Housing,"Housing Occupancy","Total housing units","240,189","(+/-3,712)","245,828","(+/-3,714)"
Housing,"Housing Occupancy","Occupied housing units","224,253","(+/-4,564)","222,435","(+/-4,249)"
Housing,"Housing Occupancy","Vacant housing units","15,936","(+/-2,686)","23,393","(+/-2,802)"
Housing,"Housing Occupancy","Homeowner vacancy rate",0.5,(+/-0.4),0.5,(+/-0.4)
Housing,"Housing Occupancy","Rental vacancy rate",3.0,(+/-1.2),4.1,(+/-1.5)
Housing,"Housing Tenure","Occupied housing units","224,253","(+/-4,564)","222,435","(+/-4,249)"
Housing,"Housing Tenure",Owner-occupied,"130,284","(+/-4,259)","152,333","(+/-4,684)"
Housing,"Housing Tenure",Renter-occupied,"93,969","(+/-4,766)","70,102","(+/-4,173)"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.54,(+/-0.06),2.55,(+/-0.06)
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.02,(+/-0.08),2.00,(+/-0.11)
Housing,"Year Householder Moved into Unit","Occupied housing units","224,253","(+/-4,564)","222,435","(+/-4,249)"
Housing,"Year Householder Moved into Unit","Moved in 2021 or later","37,392","(+/-3,626)","29,446","(+/-3,364)"
Housing,"Year Householder Moved into Unit","Moved in 2018 to 2020","50,919","(+/-4,775)","48,828","(+/-4,294)"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2017","57,293","(+/-4,595)","58,616","(+/-3,976)"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009","32,605","(+/-3,242)","36,666","(+/-3,055)"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999","22,044","(+/-2,768)","22,634","(+/-2,561)"
Housing,"Year Householder Moved into Unit","Moved in 1989 and earlier","24,000","(+/-2,106)","26,245","(+/-2,574)"
Housing,Value,"Owner-occupied units","130,284","(+/-4,259)","152,333","(+/-4,684)"
Housing,Value,"Less than $50,000","4,083","(+/-1,172)","4,027","(+/-1,176)"
Housing,Value,"$50,000 to $99,999","1,155",(+/-611),726,(+/-418)
Housing,Value,"$100,000 to $149,999","1,705",(+/-638),"2,183",(+/-781)
Housing,Value,"$150,000 to $199,999","3,928","(+/-1,140)","4,667","(+/-1,223)"
Housing,Value,"$200,000 to $299,999","19,470","(+/-2,304)","29,319","(+/-3,164)"
Housing,Value,"$300,000 to $499,999","58,843","(+/-3,985)","73,826","(+/-5,125)"
Housing,Value,"$500,000 to $999,999","35,972","(+/-3,055)","31,654","(+/-2,471)"
Housing,Value,"$1,000,000 or more","5,128","(+/-1,118)","5,931","(+/-1,231)"
Housing,Value,"Median (dollars)","394,400","(+/-8,820)","375,700","(+/-5,730)"
Housing,"Mortgage Status","Owner-occupied units","130,284","(+/-4,259)","152,333","(+/-4,684)"
Housing,"Mortgage Status","Housing units with a mortgage","85,338","(+/-4,021)","101,153","(+/-4,010)"
Housing,"Mortgage Status","Housing units without a mortgage","44,946","(+/-3,393)","51,180","(+/-3,471)"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage","85,338","(+/-4,021)","101,153","(+/-4,010)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",891,(+/-643),438,(+/-311)
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999","5,469","(+/-1,394)","3,856","(+/-1,281)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499","14,064","(+/-2,231)","17,561","(+/-2,226)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999","18,805","(+/-2,271)","30,391","(+/-3,552)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499","21,046","(+/-2,784)","20,685","(+/-2,411)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999","11,830","(+/-2,200)","14,330","(+/-2,029)"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more","13,233","(+/-2,006)","13,892","(+/-1,906)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)","2,082",(+/-60),"1,975",(+/-43)
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage","44,946","(+/-3,393)","51,180","(+/-3,471)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",976,(+/-460),"1,372",(+/-774)
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399","1,686",(+/-698),"2,316",(+/-807)
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599","5,872","(+/-1,144)","7,616","(+/-1,702)"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799","10,511","(+/-1,346)","12,011","(+/-1,796)"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999","9,318","(+/-1,842)","14,300","(+/-2,328)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more","16,583","(+/-2,407)","13,565","(+/-1,988)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",861,(+/-31),831,(+/-26)
Housing,"Gross Rent","Occupied units paying rent","90,559","(+/-4,597)","66,231","(+/-4,053)"
Housing,"Gross Rent","Less than $500","13,288","(+/-2,359)","11,148","(+/-2,308)"
Housing,"Gross Rent","$500 to $999","18,113","(+/-2,218)","10,042","(+/-1,651)"
Housing,"Gross Rent","$1,000 to $1,499","29,103","(+/-2,943)","22,236","(+/-3,039)"
Housing,"Gross Rent","$1,500 to $1,999","17,708","(+/-2,948)","14,592","(+/-2,278)"
Housing,"Gross Rent","$2,000 to $2,499","8,162","(+/-1,529)","6,078","(+/-1,774)"
Housing,"Gross Rent","$2,500 to $2,999","1,912",(+/-827),961,(+/-569)
Housing,"Gross Rent","$3,000 or more","2,273",(+/-838),"1,174",(+/-613)
Housing,"Gross Rent","Median (dollars)","1,235",(+/-54),"1,278",(+/-61)
Housing,"Gross Rent","No rent paid","3,410","(+/-1,170)","3,871","(+/-1,396)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","Total households","224,253","(+/-4,564)","222,435","(+/-4,249)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","Less than $10,000","13,569","(+/-2,146)","10,596","(+/-2,263)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$10,000 to $14,999","10,954","(+/-2,146)","8,120","(+/-2,356)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$15,000 to $24,999","15,081","(+/-2,386)","12,574","(+/-2,078)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$25,000 to $34,999","13,350","(+/-1,960)","13,563","(+/-2,144)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$35,000 to $49,999","20,658","(+/-2,333)","17,075","(+/-2,265)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$50,000 to $74,999","33,021","(+/-3,837)","36,423","(+/-4,091)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$75,000 to $99,999","28,555","(+/-3,183)","29,851","(+/-3,363)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$100,000 to $149,999","41,126","(+/-3,661)","43,898","(+/-3,818)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$150,000 to $199,000","21,660","(+/-2,487)","23,658","(+/-2,464)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$200,000 or more","26,279","(+/-2,575)","26,677","(+/-2,442)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","Median household income (dollars)","78,966","(+/-4,533)","84,751","(+/-3,476)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","Mean household income (dollars)","105,905","(+/-4,043)","110,158","(+/-5,575)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population","534,422","(+/-8,862)","542,480","(+/-9,038)"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage","508,611","(+/-9,445)","522,909","(+/-9,224)"
Socioeconomic,"Health Insurance Coverage","With private health insurance","365,458","(+/-10,916)","393,782","(+/-12,338)"
Socioeconomic,"Health Insurance Coverage","With public coverage","209,948","(+/-9,993)","198,309","(+/-10,788)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","25,811","(+/-4,687)","19,571","(+/-3,520)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years","109,850","(+/-5,525)","111,078","(+/-5,393)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","3,031","(+/-1,468)","1,510",(+/-774)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",8.1,(+/-1.6),5.5,(+/-1.6)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",10.9,(+/-3.0),8.8,(+/-3.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",6.1,(+/-5.1),2.4,(+/-2.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",4.1,(+/-1.3),3.0,(+/-1.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",2.2,(+/-1.4),4.2,(+/-2.8)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",0.8,(+/-1.3),0.0,(+/-3.8)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",21.9,(+/-6.0),11.4,(+/-4.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",31.1,(+/-9.1),17.1,(+/-7.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",40.7,(+/-30.7),11.9,(+/-13.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",11.8,(+/-1.4),9.9,(+/-1.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",12.5,(+/-3.4),10.9,(+/-4.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",12.1,(+/-3.4),10.5,(+/-4.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",14.1,(+/-6.0),5.7,(+/-3.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",11.4,(+/-3.6),12.1,(+/-5.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",11.6,(+/-1.2),9.6,(+/-1.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",14.1,(+/-2.4),10.6,(+/-1.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",7.9,(+/-1.6),6.1,(+/-2.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",23.2,(+/-2.4),22.4,(+/-2.7)
Education,"School Enrollment","Population 3 years and over enrolled in school","130,103","(+/-6,132)","130,981","(+/-5,960)"
Education,"School Enrollment","Nursery school, preschool","7,075","(+/-1,851)","7,699","(+/-1,762)"
Education,"School Enrollment",Kindergarten,"6,699","(+/-1,757)","5,351","(+/-1,555)"
Education,"School Enrollment","Elementary school (grades 1-8)","44,806","(+/-3,754)","44,373","(+/-3,160)"
Education,"School Enrollment","High school (grades 9-12)","24,543","(+/-2,781)","28,386","(+/-3,325)"
Education,"School Enrollment","College or graduate school","46,980","(+/-4,108)","45,172","(+/-4,088)"
Education,"Educational Attainment","Population 25 years and over","387,419","(+/-6,026)","390,772","(+/-5,917)"
Education,"Educational Attainment","Less than 9th grade","20,588","(+/-2,849)","16,901","(+/-2,598)"
Education,"Educational Attainment","9th to 12th grade, no diploma","20,659","(+/-3,130)","15,844","(+/-3,137)"
Education,"Educational Attainment","High school graduate (includes equivalency)","98,144","(+/-6,531)","94,075","(+/-6,187)"
Education,"Educational Attainment","Some college, no degree","68,596","(+/-5,622)","72,499","(+/-5,544)"
Education,"Educational Attainment","Associate's degree","28,314","(+/-2,827)","34,159","(+/-3,365)"
Education,"Educational Attainment","Bachelor's degree","92,230","(+/-6,320)","93,653","(+/-5,250)"
Education,"Educational Attainment","Graduate or professional degree","58,888","(+/-4,767)","63,641","(+/-4,960)"
Education,"Educational Attainment","Percent high school graduate or higher",89.4,(+/-1.1),91.6,(+/-1.1)
Education,"Educational Attainment","Percent bachelor's degree or higher",39.0,(+/-2.0),40.3,(+/-1.7)

"Source: 2022 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '-' The estimate could not be computed because there were an insufficient number of sample observations. For a ratio of medians estimate, one or both of the median estimates falls in the lowest interval or highest interval of an open-ended distribution. For a 5-year median estimate, the margin of error associated with a median was larger than the median itself."
"median- The median falls in the lowest interval of an open-ended distribution (for example '2,500-')"
"median+ The median falls in the highest interval of an open-ended distribution (for example '250,000+')"
"An '**' The margin of error could not be computed because there were an insufficient number of sample observations."
"An '***' The margin of error could not be computed because the median falls in the lowest interval or highest interval of an open-ended distribution. "
"An '*****' A margin of error is not appropriate because the corresponding estimate is controlled to an independent population or housing estimate. Effectively, the corresponding estimate has no sampling error and the margin of error may be treated as zero. "
"An 'N' The estimate or margin of error cannot be displayed because there were an insufficient number of sample cases in the selected geographic area."
"An '(X)' The estimate or margin of error is not applicable or not available.  "
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors","197,763",G,"207,905",G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",34,H,140,H
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",82,H,68,J
Business,"Paid employees for pay period including March 12",Utilities,"1,128",J,283,G
Business,"Paid employees for pay period including March 12",Construction,"9,205",G,"9,817",G
Business,"Paid employees for pay period including March 12",Manufacturing,"17,330",G,"20,339",G
Business,"Paid employees for pay period including March 12","Wholesale trade","8,454",G,"9,716",G
Business,"Paid employees for pay period including March 12","Retail trade","19,133",G,"28,030",G
Business,"Paid employees for pay period including March 12","Transportation and warehousing","5,468",G,"6,783",G
Business,"Paid employees for pay period including March 12",Information,"1,763",G,"4,513",H
Business,"Paid employees for pay period including March 12","Finance and insurance","17,936",H,"13,013",H
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing","2,585",G,"2,609",G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services","10,721",G,"11,220",G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises","6,196",H,"4,004",H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services","9,370",G,"11,824",G
Business,"Paid employees for pay period including March 12","Educational services","18,716",H,"8,336",H
Business,"Paid employees for pay period including March 12","Health care and social assistance","38,043",G,"43,882",G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation","2,932",G,"2,872",G
