Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE"
People,"Sex and Age","65 years and over","154,880","(+/-2,173)","141,446","(+/-3,580)","125,525","(+/-2,476)","109,371","(+/-3,118)","119,701","(+/-3,837)","128,500","(+/-3,904)","121,392","(+/-3,369)","141,964","(+/-3,885)"
People,Race,"Total population","781,695","(+/-6,090)","772,153","(+/-12,961)","777,611","(+/-11,389)","750,800","(+/-12,023)","789,972","(+/-13,370)","792,577","(+/-11,465)","744,504","(+/-12,018)","755,348","(+/-13,084)"
People,Race,"One race","724,908","(+/-8,822)","721,134","(+/-12,695)","714,248","(+/-11,589)","696,897","(+/-12,648)","715,810","(+/-13,190)","702,711","(+/-12,928)","707,226","(+/-13,216)","678,490","(+/-14,458)"
People,Race,White,"569,066","(+/-5,997)","468,562","(+/-9,553)","449,207","(+/-8,432)","89,265","(+/-5,914)","348,850","(+/-8,917)","491,997","(+/-7,906)","223,560","(+/-7,581)","343,167","(+/-8,020)"
People,Race,"Black or African American","115,538","(+/-4,737)","186,853","(+/-10,001)","144,045","(+/-5,896)","415,656","(+/-11,091)","316,534","(+/-12,038)","93,434","(+/-7,676)","420,284","(+/-10,259)","131,343","(+/-8,137)"
People,Race,"American Indian and Alaska Native","2,028","(+/-1,127)","2,144","(+/-1,114)","2,173","(+/-1,050)","6,224","(+/-3,837)","3,587","(+/-1,571)","4,341","(+/-2,021)","1,886",(+/-983),"4,266","(+/-2,717)"
People,Race,Asian,"18,983","(+/-3,498)","41,000","(+/-3,991)","83,192","(+/-3,611)","39,896","(+/-2,946)","21,814","(+/-3,547)","66,210","(+/-7,158)","23,594","(+/-2,412)","109,518","(+/-6,533)"
People,Race,"Native Hawaiian and Other Pacific Islander",361,(+/-519),359,(+/-150),421,(+/-364),328,(+/-381),454,(+/-529),318,(+/-316),642,(+/-770),205,(+/-331)
People,Race,"Some other race","18,932","(+/-3,752)","22,216","(+/-5,426)","35,210","(+/-5,562)","145,528","(+/-11,733)","24,571","(+/-6,015)","46,411","(+/-7,711)","37,260","(+/-6,247)","89,991","(+/-7,754)"
People,Race,"Two or more races","56,787","(+/-5,921)","51,019","(+/-5,596)","63,363","(+/-6,385)","53,903","(+/-6,951)","74,162","(+/-6,950)","89,866","(+/-8,502)","37,278","(+/-5,361)","76,858","(+/-8,378)"
People,"Hispanic or Latino and Race","Total population","781,695","(+/-6,090)","772,153","(+/-12,961)","777,611","(+/-11,389)","750,800","(+/-12,023)","789,972","(+/-13,370)","792,577","(+/-11,465)","744,504","(+/-12,018)","755,348","(+/-13,084)"
People,"Hispanic or Latino and Race","Hispanic or Latino (of any race)","42,114","(+/-1,468)","43,820","(+/-4,958)","65,652","(+/-3,618)","185,686","(+/-8,244)","63,786","(+/-6,922)","114,317","(+/-8,841)","52,093","(+/-4,830)","138,374","(+/-8,803)"
People,"Hispanic or Latino and Race",Mexican,"11,773","(+/-2,570)","4,783","(+/-1,805)","11,374","(+/-3,039)","28,307","(+/-6,422)","15,862","(+/-3,453)","15,242","(+/-3,856)","12,262","(+/-3,972)","13,179","(+/-3,607)"
People,"Hispanic or Latino and Race","Puerto Rican","9,372","(+/-2,174)","4,945","(+/-1,568)","11,630","(+/-3,283)","6,194","(+/-2,024)","12,112","(+/-3,357)","11,352","(+/-3,524)","3,635","(+/-1,390)","5,560","(+/-2,006)"
People,"Hispanic or Latino and Race",Cuban,832,(+/-739),"2,256","(+/-1,177)","3,320","(+/-1,464)","2,329","(+/-2,090)",832,(+/-613),"1,009",(+/-675),"2,611","(+/-1,389)","2,555","(+/-1,420)"
People,"Hispanic or Latino and Race","Other Hispanic or Latino","20,137","(+/-3,175)","31,836","(+/-4,913)","39,328","(+/-4,073)","148,856","(+/-10,739)","34,980","(+/-5,924)","86,714","(+/-9,166)","33,585","(+/-5,263)","117,080","(+/-8,539)"
People,"Hispanic or Latino and Race","Not Hispanic or Latino","739,581","(+/-6,226)","728,333","(+/-12,666)","711,959","(+/-10,350)","565,114","(+/-11,907)","726,186","(+/-12,234)","678,260","(+/-11,731)","692,411","(+/-11,438)","616,974","(+/-13,027)"
People,"Place of Birth","Total population","781,695","(+/-6,090)","772,153","(+/-12,961)","777,611","(+/-11,389)","750,800","(+/-12,023)","789,972","(+/-13,370)","792,577","(+/-11,465)","744,504","(+/-12,018)","755,348","(+/-13,084)"
People,"Place of Birth",Native,"733,613","(+/-6,376)","680,116","(+/-12,250)","659,730","(+/-12,953)","525,094","(+/-12,767)","714,306","(+/-14,190)","650,248","(+/-10,645)","669,405","(+/-13,139)","502,438","(+/-12,632)"
People,"Place of Birth","Born in United States","724,218","(+/-6,188)","668,681","(+/-12,119)","644,252","(+/-12,610)","513,038","(+/-12,384)","696,897","(+/-14,144)","637,628","(+/-10,777)","662,387","(+/-13,213)","485,896","(+/-12,360)"
People,"Place of Birth","State of residence","480,093","(+/-8,816)","480,887","(+/-10,612)","375,199","(+/-11,678)","199,539","(+/-11,247)","310,518","(+/-10,150)","383,214","(+/-10,402)","502,188","(+/-12,480)","178,231","(+/-8,204)"
People,"Place of Birth","Different state","244,125","(+/-8,287)","187,794","(+/-7,840)","269,053","(+/-11,260)","313,499","(+/-12,197)","386,379","(+/-12,361)","254,414","(+/-8,746)","160,199","(+/-7,132)","307,665","(+/-9,729)"
People,"Place of Birth","Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","9,395","(+/-1,582)","11,435","(+/-2,815)","15,478","(+/-2,338)","12,056","(+/-2,478)","17,409","(+/-3,194)","12,620","(+/-2,418)","7,018","(+/-1,517)","16,542","(+/-2,783)"
People,"Place of Birth","Foreign born","48,082","(+/-4,817)","92,037","(+/-8,130)","117,881","(+/-7,172)","225,706","(+/-12,880)","75,666","(+/-6,422)","142,329","(+/-9,738)","75,099","(+/-6,724)","252,910","(+/-9,751)"
People,Ancestry,"Total population","781,695","(+/-6,090)","772,153","(+/-12,961)","777,611","(+/-11,389)","750,800","(+/-12,023)","789,972","(+/-13,370)","792,577","(+/-11,465)","744,504","(+/-12,018)","755,348","(+/-13,084)"
People,Ancestry,American,"52,454","(+/-6,077)","42,557","(+/-5,566)","24,656","(+/-3,940)","18,715","(+/-4,605)","34,335","(+/-3,670)","40,779","(+/-4,313)","19,968","(+/-3,942)","22,462","(+/-3,635)"
People,Ancestry,Arab,"3,585","(+/-1,520)","3,592","(+/-1,421)","6,805","(+/-2,714)","1,822",(+/-902),"2,426","(+/-1,249)","3,465","(+/-1,781)","3,875","(+/-1,322)","7,946","(+/-2,286)"
People,Ancestry,Czech,"3,279","(+/-1,296)","2,861","(+/-1,043)","4,416","(+/-1,911)",741,(+/-527),"2,262","(+/-1,413)","1,781",(+/-885),"2,720","(+/-2,021)","2,948",(+/-791)
People,Ancestry,Danish,578,(+/-254),"2,244","(+/-1,016)",971,(+/-648),699,(+/-521),"2,178","(+/-1,591)",440,(+/-359),628,(+/-359),"1,993",(+/-974)
People,Ancestry,Dutch,"3,509",(+/-986),"4,555","(+/-1,361)","2,800",(+/-924),"1,357",(+/-718),"3,550","(+/-1,707)","3,982","(+/-1,153)","2,324",(+/-851),"3,894","(+/-1,214)"
People,Ancestry,English,"107,435","(+/-6,504)","70,596","(+/-6,609)","93,121","(+/-6,184)","14,707","(+/-2,377)","71,394","(+/-6,338)","77,933","(+/-5,841)","34,408","(+/-3,818)","60,184","(+/-5,831)"
People,Ancestry,"French (except Basque)","10,834","(+/-1,787)","9,010","(+/-2,031)","11,544","(+/-1,819)","3,916","(+/-1,264)","11,621","(+/-3,968)","11,466","(+/-2,315)","3,546",(+/-865),"11,322","(+/-2,432)"
People,Ancestry,"French Canadian","2,354",(+/-971),"2,071",(+/-901),"2,157","(+/-1,064)",283,(+/-236),"2,588","(+/-1,059)",805,(+/-384),"1,415",(+/-897),"1,522",(+/-462)
People,Ancestry,German,"135,728","(+/-8,279)","123,874","(+/-7,477)","111,303","(+/-8,347)","16,023","(+/-2,270)","74,414","(+/-6,301)","125,218","(+/-7,366)","57,198","(+/-4,797)","65,863","(+/-6,139)"
People,Ancestry,Greek,"5,772","(+/-2,522)","4,956","(+/-1,459)","5,973","(+/-2,335)",519,(+/-417),"3,034","(+/-1,277)","2,961","(+/-1,024)","1,987",(+/-720),"5,113","(+/-1,322)"
People,Ancestry,Hungarian,"2,924","(+/-1,163)","3,191",(+/-984),"3,011","(+/-1,200)",342,(+/-250),"2,133","(+/-1,020)","3,039","(+/-1,226)","2,462","(+/-1,043)","3,316","(+/-1,011)"
People,Ancestry,Irish,"108,588","(+/-6,729)","94,085","(+/-6,520)","101,145","(+/-7,323)","17,311","(+/-2,740)","68,886","(+/-6,775)","83,793","(+/-6,964)","47,551","(+/-4,297)","60,344","(+/-5,022)"
People,Ancestry,Italian,"56,872","(+/-5,656)","46,104","(+/-5,041)","43,099","(+/-4,212)","8,173","(+/-2,701)","36,415","(+/-5,407)","32,495","(+/-3,980)","22,452","(+/-2,911)","32,412","(+/-4,632)"
People,Ancestry,Lithuanian,"3,046","(+/-1,851)","4,298","(+/-1,650)","2,986","(+/-1,131)",401,(+/-375),671,(+/-411),"1,195",(+/-636),"1,196",(+/-639),"1,950",(+/-604)
People,Ancestry,Norwegian,"4,943","(+/-1,481)","3,920","(+/-1,337)","6,356","(+/-2,119)","1,324",(+/-385),"4,230","(+/-1,465)","3,535","(+/-1,402)","1,674",(+/-623),"3,477",(+/-926)
People,Ancestry,Polish,"32,444","(+/-4,324)","28,991","(+/-4,491)","24,848","(+/-3,980)","5,654","(+/-1,544)","16,233","(+/-2,748)","17,514","(+/-3,124)","19,741","(+/-3,466)","21,743","(+/-2,506)"
People,Ancestry,Portuguese,"1,110",(+/-714),843,(+/-519),839,(+/-605),491,(+/-421),878,(+/-694),"1,448",(+/-995),810,(+/-439),"4,543","(+/-1,533)"
People,Ancestry,Russian,"3,949","(+/-1,194)","9,346","(+/-1,849)","6,979","(+/-1,662)","3,582","(+/-2,049)","1,749",(+/-760),"6,699","(+/-1,584)","5,188","(+/-2,756)","16,991","(+/-3,067)"
People,Ancestry,Scotch-Irish,"5,515","(+/-1,574)","5,213","(+/-1,210)","8,074","(+/-1,828)","1,670",(+/-955),"3,657","(+/-1,098)","5,849","(+/-1,420)","3,220",(+/-829),"4,698",(+/-978)
People,Ancestry,Scottish,"13,415","(+/-2,353)","9,595","(+/-2,114)","15,021","(+/-2,169)","1,906",(+/-726),"10,113","(+/-1,841)","17,605","(+/-4,100)","5,760","(+/-1,786)","10,364","(+/-1,688)"
People,Ancestry,Slovak,"1,441",(+/-589),"1,633",(+/-933),"2,111",(+/-815),185,(+/-155),"1,922",(+/-961),"1,148",(+/-484),654,(+/-531),"2,262","(+/-1,688)"
People,Ancestry,"Subsaharan African","8,513","(+/-2,976)","26,457","(+/-8,206)","25,459","(+/-5,763)","77,272","(+/-12,803)","42,787","(+/-8,393)","25,035","(+/-4,614)","23,211","(+/-4,218)","54,211","(+/-8,181)"
People,Ancestry,Swedish,"5,885","(+/-1,663)","3,116",(+/-957),"5,033","(+/-1,454)","1,063",(+/-613),"4,147","(+/-2,280)","3,177",(+/-856),"2,178",(+/-756),"5,285","(+/-1,288)"
People,Ancestry,Swiss,931,(+/-598),697,(+/-437),"1,665",(+/-823),431,(+/-360),"1,620",(+/-730),"3,697","(+/-1,437)",751,(+/-444),"1,459",(+/-643)
People,Ancestry,Ukrainian,"3,460","(+/-1,243)","6,801","(+/-2,648)","3,249","(+/-1,269)",637,(+/-425),"1,153",(+/-558),"2,144",(+/-805),"1,120",(+/-572),"7,235","(+/-1,612)"
People,Ancestry,Welsh,"5,590","(+/-1,595)","3,832","(+/-1,090)","4,786","(+/-1,136)","1,193",(+/-535),"2,961",(+/-973),"5,046","(+/-1,226)","1,242",(+/-535),"2,959",(+/-976)
People,Ancestry,"West Indian (excluding Hispanic origin groups)","7,327","(+/-3,391)","7,620","(+/-2,765)","8,069","(+/-3,034)","25,610","(+/-5,602)","15,773","(+/-4,607)","6,602","(+/-2,509)","12,542","(+/-3,776)","11,828","(+/-4,093)"
People,"Veteran Status","Civilian population 18 years and over","614,738","(+/-4,463)","610,787","(+/-8,875)","594,128","(+/-8,389)","583,107","(+/-8,140)","597,584","(+/-9,097)","614,632","(+/-9,421)","584,973","(+/-8,732)","584,769","(+/-10,243)"
People,"Veteran Status","Civilian veterans","48,072","(+/-3,099)","32,797","(+/-2,817)","48,408","(+/-4,172)","33,110","(+/-3,282)","73,610","(+/-4,929)","39,273","(+/-2,719)","28,022","(+/-2,796)","20,912","(+/-2,426)"
People,"Disability Status of the Civilian Noninstitutionalized Population","Total civilian noninstitutionalized population","770,202","(+/-6,249)","764,181","(+/-12,951)","764,767","(+/-11,178)","744,569","(+/-12,006)","768,391","(+/-13,155)","776,592","(+/-11,580)","736,903","(+/-11,987)","747,434","(+/-13,171)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability","104,129","(+/-6,049)","88,482","(+/-5,119)","76,949","(+/-5,129)","75,606","(+/-5,362)","85,829","(+/-4,975)","99,228","(+/-5,805)","124,967","(+/-7,291)","69,238","(+/-4,628)"
People,"Disability Status of the Civilian Noninstitutionalized Population","Under 18 years","165,309","(+/-2,908)","160,002","(+/-6,141)","174,747","(+/-4,138)","164,983","(+/-7,272)","180,196","(+/-7,326)","175,943","(+/-5,045)","158,175","(+/-5,671)","166,818","(+/-5,285)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability","9,584","(+/-1,950)","5,297","(+/-1,548)","7,402","(+/-2,096)","6,412","(+/-1,718)","8,714","(+/-1,839)","10,327","(+/-2,334)","9,719","(+/-1,916)","5,203","(+/-1,329)"
People,"Disability Status of the Civilian Noninstitutionalized Population","18 to 64 years","453,279","(+/-4,427)","467,790","(+/-8,558)","467,152","(+/-8,055)","472,844","(+/-7,656)","471,386","(+/-8,931)","475,309","(+/-7,923)","459,860","(+/-8,309)","441,727","(+/-8,990)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability","50,557","(+/-4,476)","41,213","(+/-3,898)","35,870","(+/-4,076)","37,217","(+/-3,977)","44,891","(+/-3,772)","47,371","(+/-4,388)","68,775","(+/-5,516)","26,355","(+/-2,777)"
People,"Disability Status of the Civilian Noninstitutionalized Population","65 years and over","151,614","(+/-2,145)","136,389","(+/-3,574)","122,868","(+/-2,450)","106,742","(+/-3,124)","116,809","(+/-3,872)","125,340","(+/-3,859)","118,868","(+/-3,335)","138,889","(+/-3,896)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability","43,988","(+/-2,428)","41,972","(+/-3,153)","33,677","(+/-2,818)","31,977","(+/-3,320)","32,224","(+/-2,755)","41,530","(+/-3,017)","46,473","(+/-3,204)","37,680","(+/-3,240)"
People,"Residence 1 Year Ago","Population 1 year and over","775,171","(+/-6,041)","764,736","(+/-12,696)","770,234","(+/-11,548)","742,760","(+/-12,089)","780,262","(+/-13,641)","785,054","(+/-11,231)","735,630","(+/-11,967)","746,387","(+/-12,899)"
People,"Residence 1 Year Ago","Same house","694,508","(+/-10,002)","681,899","(+/-14,953)","667,393","(+/-14,452)","657,721","(+/-13,729)","690,986","(+/-15,246)","696,771","(+/-12,786)","646,055","(+/-12,856)","660,517","(+/-14,817)"
People,"Residence 1 Year Ago","Different house (in the U.S. or abroad)","80,663","(+/-7,716)","82,837","(+/-7,528)","102,841","(+/-9,450)","85,039","(+/-9,733)","89,276","(+/-9,556)","88,283","(+/-8,278)","89,575","(+/-8,322)","85,870","(+/-8,518)"
People,"Residence 1 Year Ago","Different house in the U.S.","78,823","(+/-7,787)","76,881","(+/-7,113)","96,881","(+/-9,677)","76,462","(+/-8,698)","86,042","(+/-9,392)","82,885","(+/-8,267)","84,489","(+/-8,255)","68,770","(+/-7,153)"
People,"Residence 1 Year Ago","Same county","36,354","(+/-5,391)","33,538","(+/-5,529)","43,975","(+/-6,857)","43,416","(+/-6,185)","38,921","(+/-7,681)","50,391","(+/-7,077)","45,784","(+/-6,800)","35,570","(+/-4,930)"
People,"Residence 1 Year Ago","Different county","42,469","(+/-5,404)","43,343","(+/-5,151)","52,906","(+/-6,883)","33,046","(+/-5,452)","47,121","(+/-6,919)","32,494","(+/-4,166)","38,705","(+/-4,479)","33,200","(+/-4,412)"
People,"Residence 1 Year Ago","Same state","28,478","(+/-4,970)","29,234","(+/-4,249)","30,593","(+/-6,105)","18,775","(+/-4,075)","24,782","(+/-5,236)","18,760","(+/-3,019)","22,707","(+/-3,854)","10,171","(+/-2,118)"
People,"Residence 1 Year Ago","Different state","13,991","(+/-2,715)","14,109","(+/-2,955)","22,313","(+/-4,068)","14,271","(+/-2,985)","22,339","(+/-4,643)","13,734","(+/-2,637)","15,998","(+/-2,490)","23,029","(+/-3,817)"
People,"Residence 1 Year Ago",Abroad,"1,840",(+/-712),"5,956","(+/-2,250)","5,960","(+/-2,312)","8,577","(+/-3,059)","3,234","(+/-1,424)","5,398","(+/-1,590)","5,086","(+/-1,629)","17,100","(+/-5,341)"
Workers,"Employment Status","Population 16 years and over","633,072","(+/-4,730)","633,262","(+/-9,196)","623,314","(+/-8,546)","603,259","(+/-8,247)","632,988","(+/-9,531)","637,930","(+/-9,881)","602,940","(+/-9,166)","607,584","(+/-10,630)"
Workers,"Employment Status","In labor force","405,079","(+/-6,095)","426,228","(+/-8,990)","435,184","(+/-9,394)","414,692","(+/-8,949)","438,635","(+/-9,663)","423,152","(+/-8,461)","375,809","(+/-8,760)","413,837","(+/-10,015)"
Workers,"Employment Status","Civilian labor force","403,493","(+/-6,060)","425,045","(+/-8,979)","426,493","(+/-9,373)","412,009","(+/-9,008)","426,475","(+/-9,644)","421,222","(+/-8,536)","374,521","(+/-8,735)","410,147","(+/-10,040)"
Workers,"Employment Status",Employed,"390,858","(+/-5,977)","408,952","(+/-9,067)","414,680","(+/-9,692)","390,772","(+/-8,878)","408,873","(+/-9,187)","403,106","(+/-7,807)","354,397","(+/-9,219)","396,780","(+/-9,905)"
Workers,"Employment Status",Unemployed,"12,635","(+/-1,986)","16,093","(+/-2,460)","11,813","(+/-2,369)","21,237","(+/-3,149)","17,602","(+/-3,111)","18,116","(+/-3,016)","20,124","(+/-2,940)","13,367","(+/-2,204)"
Workers,"Employment Status","Armed Forces","1,586",(+/-548),"1,183",(+/-671),"8,691","(+/-2,245)","2,683","(+/-1,261)","12,160","(+/-1,864)","1,930",(+/-961),"1,288",(+/-645),"3,690",(+/-929)
Workers,"Employment Status","Not in labor force","227,993","(+/-6,054)","207,034","(+/-6,228)","188,130","(+/-6,108)","188,567","(+/-6,584)","194,353","(+/-6,456)","214,778","(+/-6,669)","227,131","(+/-7,588)","193,747","(+/-6,345)"
Workers,"Employment Status","Civilian labor force","403,493","(+/-6,060)","425,045","(+/-8,979)","426,493","(+/-9,373)","412,009","(+/-9,008)","426,475","(+/-9,644)","421,222","(+/-8,536)","374,521","(+/-8,735)","410,147","(+/-10,040)"
Workers,"Employment Status","Unemployment Rate",3.1,(+/-0.5),3.8,(+/-0.6),2.8,(+/-0.6),5.2,(+/-0.7),4.1,(+/-0.7),4.3,(+/-0.7),5.4,(+/-0.8),3.3,(+/-0.5)
Workers,"Commuting to Work","Workers 16 years and over","385,880","(+/-6,340)","403,645","(+/-8,923)","419,017","(+/-9,946)","383,158","(+/-8,868)","413,206","(+/-9,753)","398,282","(+/-7,738)","347,949","(+/-9,642)","392,046","(+/-9,950)"
Workers,"Commuting to Work","Car, truck, or van -- drove alone","289,922","(+/-7,929)","278,215","(+/-10,068)","287,044","(+/-8,917)","230,558","(+/-8,103)","283,946","(+/-8,789)","263,476","(+/-8,208)","215,231","(+/-9,434)","198,440","(+/-8,532)"
Workers,"Commuting to Work","Car, truck, or van -- carpooled","31,483","(+/-4,014)","32,435","(+/-5,125)","29,198","(+/-4,151)","39,720","(+/-4,396)","27,087","(+/-3,574)","34,539","(+/-3,727)","23,815","(+/-3,476)","30,371","(+/-4,669)"
Workers,"Commuting to Work","Public transportation (excluding taxicab)","2,221",(+/-748),"6,667","(+/-2,246)","5,190","(+/-1,145)","29,998","(+/-4,211)","9,773","(+/-2,242)","8,661","(+/-2,246)","31,194","(+/-3,863)","30,517","(+/-3,603)"
Workers,"Commuting to Work",Walked,"7,472","(+/-1,459)","6,137","(+/-1,355)","4,382",(+/-954),"8,245","(+/-1,382)","5,075","(+/-1,482)","5,507","(+/-1,459)","14,438","(+/-2,366)","6,355","(+/-1,478)"
Workers,"Commuting to Work","Other means","5,968","(+/-1,494)","7,042","(+/-1,413)","5,128","(+/-1,418)","12,745","(+/-2,463)","7,643","(+/-2,124)","6,771","(+/-1,971)","9,082","(+/-2,122)","8,308","(+/-2,018)"
Workers,"Commuting to Work","Worked from home","48,814","(+/-3,907)","73,149","(+/-5,275)","88,075","(+/-5,108)","61,892","(+/-5,036)","79,682","(+/-5,990)","79,328","(+/-4,856)","54,189","(+/-5,080)","118,055","(+/-6,206)"
Workers,"Commuting to Work","Mean travel time to work (minutes)",28.6,(+/-0.8),28.3,(+/-0.8),28.8,(+/-0.7),35.2,(+/-1.1),36.1,(+/-1.1),29.7,(+/-0.8),28.1,(+/-0.9),31.7,(+/-0.8)
Workers,Occupation,"Civilian employed population 16 years and over","390,858","(+/-5,977)","408,952","(+/-9,067)","414,680","(+/-9,692)","390,772","(+/-8,878)","408,873","(+/-9,187)","403,106","(+/-7,807)","354,397","(+/-9,219)","396,780","(+/-9,905)"
Workers,Occupation,"Management, business, science, and arts occupations","174,608","(+/-6,472)","219,308","(+/-8,489)","242,775","(+/-7,379)","157,384","(+/-6,880)","218,444","(+/-8,155)","204,362","(+/-6,778)","158,464","(+/-8,062)","245,345","(+/-7,491)"
Workers,Occupation,"Service occupations","61,449","(+/-4,542)","52,923","(+/-5,161)","53,600","(+/-4,716)","81,286","(+/-6,613)","57,849","(+/-5,430)","59,244","(+/-4,674)","62,687","(+/-5,366)","53,558","(+/-4,905)"
Workers,Occupation,"Sales and office occupations","77,268","(+/-4,650)","71,244","(+/-4,704)","66,219","(+/-5,572)","67,201","(+/-5,824)","71,366","(+/-4,343)","70,412","(+/-4,765)","63,957","(+/-5,366)","51,102","(+/-4,423)"
Workers,Occupation,"Natural resources, construction, and maintenance occupations","35,060","(+/-3,076)","25,968","(+/-3,987)","23,724","(+/-3,112)","47,189","(+/-4,839)","27,691","(+/-2,884)","33,638","(+/-3,406)","21,938","(+/-3,441)","27,672","(+/-3,765)"
Workers,Occupation,"Production, transportation, and material moving occupations","42,473","(+/-3,688)","39,509","(+/-4,224)","28,362","(+/-3,468)","37,712","(+/-4,337)","33,523","(+/-4,257)","35,450","(+/-3,536)","47,351","(+/-4,319)","19,103","(+/-2,970)"
